"opt/step","C4H4-new-1-6.0-1-106192 - _step","C4H4-new-1-6.0-1-106192 - _step__MIN","C4H4-new-1-6.0-1-106192 - _step__MAX","C4H4-new-1-6.0-1-106192 - opt/E_smooth","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MIN","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MAX","C4H4-new-1-3.0-8-106026 - _step","C4H4-new-1-3.0-8-106026 - _step__MIN","C4H4-new-1-3.0-8-106026 - _step__MAX","C4H4-new-1-3.0-8-106026 - opt/E_smooth","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MIN","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MAX","C4H4-new-1-6.0-9-106026 - _step","C4H4-new-1-6.0-9-106026 - _step__MIN","C4H4-new-1-6.0-9-106026 - _step__MAX","C4H4-new-1-6.0-9-106026 - opt/E_smooth","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MIN","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MAX","C4H4-moon-2-5.0-3-104963 - _step","C4H4-moon-2-5.0-3-104963 - _step__MIN","C4H4-moon-2-5.0-3-104963 - _step__MAX","C4H4-moon-2-5.0-3-104963 - opt/E_smooth","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MIN","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MAX"
"2062","","","","","","","3562","3562","3562","-154.66052809039365","-154.66052809039365","-154.66052809039365","3562","3562","3562","-154.68845611868554","-154.68845611868554","-154.68845611868554","3562","3562","3562","-154.68311480179574","-154.68311480179574","-154.68311480179574"
"2063","","","","","","","3563","3563","3563","-154.66067727098186","-154.66067727098186","-154.66067727098186","3563","3563","3563","-154.6884212308717","-154.6884212308717","-154.6884212308717","3563","3563","3563","-154.68318205898248","-154.68318205898248","-154.68318205898248"
"2064","","","","","","","3564","3564","3564","-154.66075356492718","-154.66075356492718","-154.66075356492718","3564","3564","3564","-154.6884598222751","-154.6884598222751","-154.6884598222751","3564","3564","3564","-154.68326953776833","-154.68326953776833","-154.68326953776833"
"2065","","","","","","","3565","3565","3565","-154.66090778239723","-154.66090778239723","-154.66090778239723","3565","3565","3565","-154.68857500391098","-154.68857500391098","-154.68857500391098","3565","3565","3565","-154.68337827515833","-154.68337827515833","-154.68337827515833"
"2066","","","","","","","3566","3566","3566","-154.66094733673393","-154.66094733673393","-154.66094733673393","3566","3566","3566","-154.68865463108693","-154.68865463108693","-154.68865463108693","3566","3566","3566","-154.68348012387173","-154.68348012387173","-154.68348012387173"
"2067","","","","","","","3567","3567","3567","-154.66103000085332","-154.66103000085332","-154.66103000085332","3567","3567","3567","-154.68871759210975","-154.68871759210975","-154.68871759210975","3567","3567","3567","-154.6835867131798","-154.6835867131798","-154.6835867131798"
"2068","","","","","","","3568","3568","3568","-154.66093918883684","-154.66093918883684","-154.66093918883684","3568","3568","3568","-154.6887557390824","-154.6887557390824","-154.6887557390824","3568","3568","3568","-154.68371619067145","-154.68371619067145","-154.68371619067145"
"2069","","","","","","","3569","3569","3569","-154.66074238008665","-154.66074238008665","-154.66074238008665","3569","3569","3569","-154.68889225339427","-154.68889225339427","-154.68889225339427","3569","3569","3569","-154.68377959612505","-154.68377959612505","-154.68377959612505"
"2070","","","","","","","3570","3570","3570","-154.66077146668366","-154.66077146668366","-154.66077146668366","3570","3570","3570","-154.68881166614773","-154.68881166614773","-154.68881166614773","3570","3570","3570","-154.6838363426319","-154.6838363426319","-154.6838363426319"
"2071","","","","","","","3571","3571","3571","-154.66063399015417","-154.66063399015417","-154.66063399015417","3571","3571","3571","-154.68887727156928","-154.68887727156928","-154.68887727156928","3571","3571","3571","-154.683913005147","-154.683913005147","-154.683913005147"
"2072","","","","","","","3572","3572","3572","-154.6605910886313","-154.6605910886313","-154.6605910886313","3572","3572","3572","-154.68904519196295","-154.68904519196295","-154.68904519196295","3572","3572","3572","-154.68404355256453","-154.68404355256453","-154.68404355256453"
"2073","","","","","","","3573","3573","3573","-154.66064305697086","-154.66064305697086","-154.66064305697086","3573","3573","3573","-154.68914912864207","-154.68914912864207","-154.68914912864207","3573","3573","3573","-154.6841252276287","-154.6841252276287","-154.6841252276287"
"2074","","","","","","","3574","3574","3574","-154.66080736538063","-154.66080736538063","-154.66080736538063","3574","3574","3574","-154.6892770960711","-154.6892770960711","-154.6892770960711","3574","3574","3574","-154.6841948873179","-154.6841948873179","-154.6841948873179"
"2075","","","","","","","3575","3575","3575","-154.6608603657156","-154.6608603657156","-154.6608603657156","3575","3575","3575","-154.6894041052187","-154.6894041052187","-154.6894041052187","3575","3575","3575","-154.68422687917516","-154.68422687917516","-154.68422687917516"
"2076","","","","","","","3576","3576","3576","-154.66087149652307","-154.66087149652307","-154.66087149652307","3576","3576","3576","-154.68950494591164","-154.68950494591164","-154.68950494591164","3576","3576","3576","-154.68439995954577","-154.68439995954577","-154.68439995954577"
"2077","","","","","","","3577","3577","3577","-154.66103646835842","-154.66103646835842","-154.66103646835842","3577","3577","3577","-154.6894147200285","-154.6894147200285","-154.6894147200285","3577","3577","3577","-154.68448907971958","-154.68448907971958","-154.68448907971958"
"2078","","","","","","","3578","3578","3578","-154.6609998325219","-154.6609998325219","-154.6609998325219","3578","3578","3578","-154.6893271478478","-154.6893271478478","-154.6893271478478","3578","3578","3578","-154.68453640407986","-154.68453640407986","-154.68453640407986"
"2079","","","","","","","3579","3579","3579","-154.66089479013343","-154.66089479013343","-154.66089479013343","3579","3579","3579","-154.68932486271513","-154.68932486271513","-154.68932486271513","3579","3579","3579","-154.68454628175007","-154.68454628175007","-154.68454628175007"
"2080","","","","","","","3580","3580","3580","-154.66081421191876","-154.66081421191876","-154.66081421191876","3580","3580","3580","-154.68920715038593","-154.68920715038593","-154.68920715038593","3580","3580","3580","-154.68457530095026","-154.68457530095026","-154.68457530095026"
"2081","","","","","","","3581","3581","3581","-154.66080027360184","-154.66080027360184","-154.66080027360184","3581","3581","3581","-154.68944454193115","-154.68944454193115","-154.68944454193115","3581","3581","3581","-154.68454815791205","-154.68454815791205","-154.68454815791205"
"2082","","","","","","","3582","3582","3582","-154.66101851830115","-154.66101851830115","-154.66101851830115","3582","3582","3582","-154.6895537009606","-154.6895537009606","-154.6895537009606","3582","3582","3582","-154.68462166419397","-154.68462166419397","-154.68462166419397"
"2083","","","","","","","3583","3583","3583","-154.66111373901367","-154.66111373901367","-154.66111373901367","3583","3583","3583","-154.68962676708514","-154.68962676708514","-154.68962676708514","3583","3583","3583","-154.68461366800162","-154.68461366800162","-154.68461366800162"
"2084","","","","","","","3584","3584","3584","-154.66124593294583","-154.66124593294583","-154.66124593294583","3584","3584","3584","-154.6896895628709","-154.6896895628709","-154.6896895628709","3584","3584","3584","-154.68465783045843","-154.68465783045843","-154.68465783045843"
"2085","","","","","","","3585","3585","3585","-154.6614372546856","-154.6614372546856","-154.6614372546856","3585","3585","3585","-154.68980767176703","-154.68980767176703","-154.68980767176703","3585","3585","3585","-154.68470133267917","-154.68470133267917","-154.68470133267917"
"2086","","","","","","","3586","3586","3586","-154.66163620581995","-154.66163620581995","-154.66163620581995","3586","3586","3586","-154.68984061021072","-154.68984061021072","-154.68984061021072","3586","3586","3586","-154.68476178095892","-154.68476178095892","-154.68476178095892"
"2087","","","","","","","3587","3587","3587","-154.66196515009955","-154.66196515009955","-154.66196515009955","3587","3587","3587","-154.68992526714618","-154.68992526714618","-154.68992526714618","3587","3587","3587","-154.68480909787692","-154.68480909787692","-154.68480909787692"
"2088","","","","","","","3588","3588","3588","-154.6621744449322","-154.6621744449322","-154.6621744449322","3588","3588","3588","-154.69004249572754","-154.69004249572754","-154.69004249572754","3588","3588","3588","-154.68486529130203","-154.68486529130203","-154.68486529130203"
"2089","","","","","","","3589","3589","3589","-154.66243311075064","-154.66243311075064","-154.66243311075064","3589","3589","3589","-154.6902072613056","-154.6902072613056","-154.6902072613056","3589","3589","3589","-154.6848846582266","-154.6848846582266","-154.6848846582266"
"2090","","","","","","","3590","3590","3590","-154.66248507705032","-154.66248507705032","-154.66248507705032","3590","3590","3590","-154.69028637169652","-154.69028637169652","-154.69028637169652","3590","3590","3590","-154.6848529286362","-154.6848529286362","-154.6848529286362"
"2091","","","","","","","3591","3591","3591","-154.66284566632868","-154.66284566632868","-154.66284566632868","3591","3591","3591","-154.69048897045082","-154.69048897045082","-154.69048897045082","3591","3591","3591","-154.68480912350012","-154.68480912350012","-154.68480912350012"
"2092","","","","","","","3592","3592","3592","-154.66298905514074","-154.66298905514074","-154.66298905514074","3592","3592","3592","-154.69053627999776","-154.69053627999776","-154.69053627999776","3592","3592","3592","-154.68478875411185","-154.68478875411185","-154.68478875411185"
"2093","","","","","","","3593","3593","3593","-154.6630438115608","-154.6630438115608","-154.6630438115608","3593","3593","3593","-154.69063549863094","-154.69063549863094","-154.69063549863094","3593","3593","3593","-154.68479123640287","-154.68479123640287","-154.68479123640287"
"2094","","","","","","","3594","3594","3594","-154.662950506621","-154.662950506621","-154.662950506621","3594","3594","3594","-154.69057986610815","-154.69057986610815","-154.69057986610815","3594","3594","3594","-154.68477415239983","-154.68477415239983","-154.68477415239983"
"2095","","","","","","","3595","3595","3595","-154.662822376598","-154.662822376598","-154.662822376598","3595","3595","3595","-154.6907153699957","-154.6907153699957","-154.6907153699957","3595","3595","3595","-154.68456052935295","-154.68456052935295","-154.68456052935295"
"2096","","","","","","","3596","3596","3596","-154.66269680187463","-154.66269680187463","-154.66269680187463","3596","3596","3596","-154.69075026808744","-154.69075026808744","-154.69075026808744","3596","3596","3596","-154.6844522576583","-154.6844522576583","-154.6844522576583"
"2097","","","","","","","3597","3597","3597","-154.6625674307061","-154.6625674307061","-154.6625674307061","3597","3597","3597","-154.69085350219143","-154.69085350219143","-154.69085350219143","3597","3597","3597","-154.6843820234235","-154.6843820234235","-154.6843820234235"
"2098","","","","","","","3598","3598","3598","-154.66248668323863","-154.66248668323863","-154.66248668323863","3598","3598","3598","-154.6909468801398","-154.6909468801398","-154.6909468801398","3598","3598","3598","-154.6844434966311","-154.6844434966311","-154.6844434966311"
"2099","","","","","","","3599","3599","3599","-154.66244769666753","-154.66244769666753","-154.66244769666753","3599","3599","3599","-154.69113845460151","-154.69113845460151","-154.69113845460151","3599","3599","3599","-154.68444524883654","-154.68444524883654","-154.68444524883654"
"2100","","","","","","","3600","3600","3600","-154.66233782087053","-154.66233782087053","-154.66233782087053","3600","3600","3600","-154.69124290829612","-154.69124290829612","-154.69124290829612","3600","3600","3600","-154.68437652587892","-154.68437652587892","-154.68437652587892"
"2101","","","","","","","3601","3601","3601","-154.66234712146579","-154.66234712146579","-154.66234712146579","3601","3601","3601","-154.69146590459914","-154.69146590459914","-154.69146590459914","3601","3601","3601","-154.6844503493536","-154.6844503493536","-154.6844503493536"
"2102","","","","","","","3602","3602","3602","-154.6623758951823","-154.6623758951823","-154.6623758951823","3602","3602","3602","-154.6915735880534","-154.6915735880534","-154.6915735880534","3602","3602","3602","-154.68462989443825","-154.68462989443825","-154.68462989443825"
"2103","","","","","","","3603","3603","3603","-154.66231398809524","-154.66231398809524","-154.66231398809524","3603","3603","3603","-154.6916524251302","-154.6916524251302","-154.6916524251302","3603","3603","3603","-154.68478582473028","-154.68478582473028","-154.68478582473028"
"2104","","","","","","","3604","3604","3604","-154.66234138125466","-154.66234138125466","-154.66234138125466","3604","3604","3604","-154.69180879138764","-154.69180879138764","-154.69180879138764","3604","3604","3604","-154.68487468901134","-154.68487468901134","-154.68487468901134"
"2105","","","","","","","3605","3605","3605","-154.66249186197916","-154.66249186197916","-154.66249186197916","3605","3605","3605","-154.69207829066684","-154.69207829066684","-154.69207829066684","3605","3605","3605","-154.68485107421876","-154.68485107421876","-154.68485107421876"
"2106","","","","","","","3606","3606","3606","-154.6624510992141","-154.6624510992141","-154.6624510992141","3606","3606","3606","-154.69219098772322","-154.69219098772322","-154.69219098772322","3606","3606","3606","-154.6847439720517","-154.6847439720517","-154.6847439720517"
"2107","","","","","","","3607","3607","3607","-154.66240532284692","-154.66240532284692","-154.66240532284692","3607","3607","3607","-154.69229314894903","-154.69229314894903","-154.69229314894903","3607","3607","3607","-154.68469608851842","-154.68469608851842","-154.68469608851842"
"2108","","","","","","","3608","3608","3608","-154.66256285167876","-154.66256285167876","-154.66256285167876","3608","3608","3608","-154.69233042399088","-154.69233042399088","-154.69233042399088","3608","3608","3608","-154.68465169270834","-154.68465169270834","-154.68465169270834"
