"opt/step","C4H4-new-1-6.0-1-106192 - _step","C4H4-new-1-6.0-1-106192 - _step__MIN","C4H4-new-1-6.0-1-106192 - _step__MAX","C4H4-new-1-6.0-1-106192 - opt/E_smooth","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MIN","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MAX","C4H4-new-1-3.0-8-106026 - _step","C4H4-new-1-3.0-8-106026 - _step__MIN","C4H4-new-1-3.0-8-106026 - _step__MAX","C4H4-new-1-3.0-8-106026 - opt/E_smooth","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MIN","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MAX","C4H4-new-1-6.0-9-106026 - _step","C4H4-new-1-6.0-9-106026 - _step__MIN","C4H4-new-1-6.0-9-106026 - _step__MAX","C4H4-new-1-6.0-9-106026 - opt/E_smooth","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MIN","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MAX","C4H4-moon-2-5.0-3-104963 - _step","C4H4-moon-2-5.0-3-104963 - _step__MIN","C4H4-moon-2-5.0-3-104963 - _step__MAX","C4H4-moon-2-5.0-3-104963 - opt/E_smooth","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MIN","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MAX"
"7918","","","","","","","9418","9418","9418","-154.69506560083286","-154.69506560083286","-154.69506560083286","","","","","","","9418","9418","9418","-154.70911520320155","-154.70911520320155","-154.70911520320155"
"7919","","","","","","","9419","9419","9419","-154.69503930787522","-154.69503930787522","-154.69503930787522","","","","","","","9419","9419","9419","-154.70911987150365","-154.70911987150365","-154.70911987150365"
"7920","","","","","","","9420","9420","9420","-154.69504073171905","-154.69504073171905","-154.69504073171905","","","","","","","9420","9420","9420","-154.70911409397317","-154.70911409397317","-154.70911409397317"
"7921","","","","","","","9421","9421","9421","-154.69498318373556","-154.69498318373556","-154.69498318373556","","","","","","","9421","9421","9421","-154.7091182169288","-154.7091182169288","-154.7091182169288"
"7922","","","","","","","9422","9422","9422","-154.6949527046897","-154.6949527046897","-154.6949527046897","","","","","","","9422","9422","9422","-154.7091113196479","-154.7091113196479","-154.7091113196479"
"7923","","","","","","","9423","9423","9423","-154.6949527046897","-154.6949527046897","-154.6949527046897","","","","","","","9423","9423","9423","-154.7090918223063","-154.7090918223063","-154.7090918223063"
"7924","","","","","","","9424","9424","9424","-154.6949624148282","-154.6949624148282","-154.6949624148282","","","","","","","9424","9424","9424","-154.7090924195569","-154.7090924195569","-154.7090924195569"
"7925","","","","","","","9425","9425","9425","-154.69491677332405","-154.69491677332405","-154.69491677332405","","","","","","","9425","9425","9425","-154.70910112785572","-154.70910112785572","-154.70910112785572"
"7926","","","","","","","9426","9426","9426","-154.69489743011167","-154.69489743011167","-154.69489743011167","","","","","","","9426","9426","9426","-154.70911307286735","-154.70911307286735","-154.70911307286735"
"7927","","","","","","","9427","9427","9427","-154.69491802562368","-154.69491802562368","-154.69491802562368","","","","","","","9427","9427","9427","-154.70911642517706","-154.70911642517706","-154.70911642517706"
"7928","","","","","","","9428","9428","9428","-154.69489868241126","-154.69489868241126","-154.69489868241126","","","","","","","9428","9428","9428","-154.709118371058","-154.709118371058","-154.709118371058"
"7929","","","","","","","9429","9429","9429","-154.69489030163697","-154.69489030163697","-154.69489030163697","","","","","","","9429","9429","9429","-154.7091378491334","-154.7091378491334","-154.7091378491334"
"7930","","","","","","","9430","9430","9430","-154.69489202703835","-154.69489202703835","-154.69489202703835","","","","","","","9430","9430","9430","-154.70912701485287","-154.70912701485287","-154.70912701485287"
"7931","","","","","","","9431","9431","9431","-154.69488286791653","-154.69488286791653","-154.69488286791653","","","","","","","9431","9431","9431","-154.7091219350038","-154.7091219350038","-154.7091219350038"
"7932","","","","","","","9432","9432","9432","-154.69487597933332","-154.69487597933332","-154.69487597933332","","","","","","","9432","9432","9432","-154.70913759787175","-154.70913759787175","-154.70913759787175"
"7933","","","","","","","9433","9433","9433","-154.6948603741909","-154.6948603741909","-154.6948603741909","","","","","","","9433","9433","9433","-154.70916586415314","-154.70916586415314","-154.70916586415314"
"7934","","","","","","","9434","9434","9434","-154.6948428641051","-154.6948428641051","-154.6948428641051","","","","","","","9434","9434","9434","-154.70918275849965","-154.70918275849965","-154.70918275849965"
"7935","","","","","","","9435","9435","9435","-154.69483539826632","-154.69483539826632","-154.69483539826632","","","","","","","9435","9435","9435","-154.7092110825066","-154.7092110825066","-154.7092110825066"
"7936","","","","","","","9436","9436","9436","-154.69481361648926","-154.69481361648926","-154.69481361648926","","","","","","","9436","9436","9436","-154.70922591797492","-154.70922591797492","-154.70922591797492"
"7937","","","","","","","9437","9437","9437","-154.69478044353548","-154.69478044353548","-154.69478044353548","","","","","","","9437","9437","9437","-154.70924215809845","-154.70924215809845","-154.70924215809845"
"7938","","","","","","","9438","9438","9438","-154.69475279299337","-154.69475279299337","-154.69475279299337","","","","","","","9438","9438","9438","-154.70927383018773","-154.70927383018773","-154.70927383018773"
"7939","","","","","","","9439","9439","9439","-154.69472970277033","-154.69472970277033","-154.69472970277033","","","","","","","9439","9439","9439","-154.7092663451071","-154.7092663451071","-154.7092663451071"
"7940","","","","","","","9440","9440","9440","-154.69471846419557","-154.69471846419557","-154.69471846419557","","","","","","","9440","9440","9440","-154.70926549032293","-154.70926549032293","-154.70926549032293"
"7941","","","","","","","9441","9441","9441","-154.6946996501471","-154.6946996501471","-154.6946996501471","","","","","","","9441","9441","9441","-154.70927926935536","-154.70927926935536","-154.70927926935536"
"7942","","","","","","","9442","9442","9442","-154.69471081558342","-154.69471081558342","-154.69471081558342","","","","","","","9442","9442","9442","-154.7092886475532","-154.7092886475532","-154.7092886475532"
"7943","","","","","","","9443","9443","9443","-154.69472945667334","-154.69472945667334","-154.69472945667334","","","","","","","9443","9443","9443","-154.70929143410785","-154.70929143410785","-154.70929143410785"
"7944","","","","","","","9444","9444","9444","-154.69473989184016","-154.69473989184016","-154.69473989184016","","","","","","","9444","9444","9444","-154.70929108819072","-154.70929108819072","-154.70929108819072"
"7945","","","","","","","9445","9445","9445","-154.69475069214175","-154.69475069214175","-154.69475069214175","","","","","","","9445","9445","9445","-154.70931793520373","-154.70931793520373","-154.70931793520373"
"7946","","","","","","","9446","9446","9446","-154.69475601542206","-154.69475601542206","-154.69475601542206","","","","","","","9446","9446","9446","-154.70934138069825","-154.70934138069825","-154.70934138069825"
"7947","","","","","","","9447","9447","9447","-154.69474206343105","-154.69474206343105","-154.69474206343105","","","","","","","9447","9447","9447","-154.70934791468852","-154.70934791468852","-154.70934791468852"
"7948","","","","","","","9448","9448","9448","-154.69472626654868","-154.69472626654868","-154.69472626654868","","","","","","","9448","9448","9448","-154.70936367313567","-154.70936367313567","-154.70936367313567"
"7949","","","","","","","9449","9449","9449","-154.69469528774772","-154.69469528774772","-154.69469528774772","","","","","","","9449","9449","9449","-154.70936378844138","-154.70936378844138","-154.70936378844138"
"7950","","","","","","","9450","9450","9450","-154.6946816690313","-154.6946816690313","-154.6946816690313","","","","","","","9450","9450","9450","-154.7093626394212","-154.7093626394212","-154.7093626394212"
"7951","","","","","","","9451","9451","9451","-154.69466729314072","-154.69466729314072","-154.69466729314072","","","","","","","9451","9451","9451","-154.70936052814218","-154.70936052814218","-154.70936052814218"
"7952","","","","","","","9452","9452","9452","-154.6946376200742","-154.6946376200742","-154.6946376200742","","","","","","","9452","9452","9452","-154.70935135367532","-154.70935135367532","-154.70935135367532"
"7953","","","","","","","9453","9453","9453","-154.69461034618834","-154.69461034618834","-154.69461034618834","","","","","","","9453","9453","9453","-154.7093476301469","-154.7093476301469","-154.7093476301469"
"7954","","","","","","","9454","9454","9454","-154.6945794831282","-154.6945794831282","-154.6945794831282","","","","","","","9454","9454","9454","-154.70934711192388","-154.70934711192388","-154.70934711192388"
"7955","","","","","","","9455","9455","9455","-154.69452718098958","-154.69452718098958","-154.69452718098958","","","","","","","9455","9455","9455","-154.7093450390318","-154.7093450390318","-154.7093450390318"
"7956","","","","","","","9456","9456","9456","-154.69447134725704","-154.69447134725704","-154.69447134725704","","","","","","","9456","9456","9456","-154.7093422943691","-154.7093422943691","-154.7093422943691"
"7957","","","","","","","9457","9457","9457","-154.69443119456932","-154.69443119456932","-154.69443119456932","","","","","","","9457","9457","9457","-154.70937367565227","-154.70937367565227","-154.70937367565227"
"7958","","","","","","","9458","9458","9458","-154.6943936138033","-154.6943936138033","-154.6943936138033","","","","","","","9458","9458","9458","-154.70938425124066","-154.70938425124066","-154.70938425124066"
"7959","","","","","","","9459","9459","9459","-154.69439570588887","-154.69439570588887","-154.69439570588887","","","","","","","9459","9459","9459","-154.70943252275575","-154.70943252275575","-154.70943252275575"
"7960","","","","","","","9460","9460","9460","-154.69440993112536","-154.69440993112536","-154.69440993112536","","","","","","","9460","9460","9460","-154.70944875209176","-154.70944875209176","-154.70944875209176"
"7961","","","","","","","9461","9461","9461","-154.69444713880068","-154.69444713880068","-154.69444713880068","","","","","","","9461","9461","9461","-154.70946675209544","-154.70946675209544","-154.70946675209544"
"7962","","","","","","","9462","9462","9462","-154.69445810365917","-154.69445810365917","-154.69445810365917","","","","","","","9462","9462","9462","-154.7094598127969","-154.7094598127969","-154.7094598127969"
"7963","","","","","","","9463","9463","9463","-154.6944354071689","-154.6944354071689","-154.6944354071689","","","","","","","9463","9463","9463","-154.70945739746094","-154.70945739746094","-154.70945739746094"
"7964","","","","","","","9464","9464","9464","-154.694391375211","-154.694391375211","-154.694391375211","","","","","","","9464","9464","9464","-154.70946519937948","-154.70946519937948","-154.70946519937948"
"7965","","","","","","","9465","9465","9465","-154.69437766913794","-154.69437766913794","-154.69437766913794","","","","","","","9465","9465","9465","-154.70948651567775","-154.70948651567775","-154.70948651567775"
"7966","","","","","","","9466","9466","9466","-154.69437508127797","-154.69437508127797","-154.69437508127797","","","","","","","9466","9466","9466","-154.70950773612938","-154.70950773612938","-154.70950773612938"
"7967","","","","","","","9467","9467","9467","-154.69438890236705","-154.69438890236705","-154.69438890236705","","","","","","","9467","9467","9467","-154.7095219214358","-154.7095219214358","-154.7095219214358"
"7968","","","","","","","9468","9468","9468","-154.6943865445391","-154.6943865445391","-154.6943865445391","","","","","","","9468","9468","9468","-154.70954009396348","-154.70954009396348","-154.70954009396348"
"7969","","","","","","","9469","9469","9469","-154.69435984165824","-154.69435984165824","-154.69435984165824","","","","","","","9469","9469","9469","-154.70956994061493","-154.70956994061493","-154.70956994061493"
"7970","","","","","","","9470","9470","9470","-154.6943522684248","-154.6943522684248","-154.6943522684248","","","","","","","9470","9470","9470","-154.70957355188156","-154.70957355188156","-154.70957355188156"
"7971","","","","","","","9471","9471","9471","-154.69429961890168","-154.69429961890168","-154.69429961890168","","","","","","","9471","9471","9471","-154.70958513477666","-154.70958513477666","-154.70958513477666"
"7972","","","","","","","9472","9472","9472","-154.69425087501594","-154.69425087501594","-154.69425087501594","","","","","","","9472","9472","9472","-154.70960531390296","-154.70960531390296","-154.70960531390296"
"7973","","","","","","","9473","9473","9473","-154.69420314583007","-154.69420314583007","-154.69420314583007","","","","","","","9473","9473","9473","-154.70960410775027","-154.70960410775027","-154.70960410775027"
"7974","","","","","","","9474","9474","9474","-154.69417565320637","-154.69417565320637","-154.69417565320637","","","","","","","9474","9474","9474","-154.70961682021692","-154.70961682021692","-154.70961682021692"
"7975","","","","","","","9475","9475","9475","-154.69413257632382","-154.69413257632382","-154.69413257632382","","","","","","","9475","9475","9475","-154.70962704379704","-154.70962704379704","-154.70962704379704"
"7976","","","","","","","9476","9476","9476","-154.69412271650404","-154.69412271650404","-154.69412271650404","","","","","","","9476","9476","9476","-154.70962625884053","-154.70962625884053","-154.70962625884053"
"7977","","","","","","","9477","9477","9477","-154.69408953773183","-154.69408953773183","-154.69408953773183","","","","","","","9477","9477","9477","-154.70964662941964","-154.70964662941964","-154.70964662941964"
"7978","","","","","","","9478","9478","9478","-154.6940588287009","-154.6940588287009","-154.6940588287009","","","","","","","9478","9478","9478","-154.70966282632747","-154.70966282632747","-154.70966282632747"
"7979","","","","","","","9479","9479","9479","-154.69400462841","-154.69400462841","-154.69400462841","","","","","","","9479","9479","9479","-154.7096679764081","-154.7096679764081","-154.7096679764081"
"7980","","","","","","","9480","9480","9480","-154.6940145659865","-154.6940145659865","-154.6940145659865","","","","","","","9480","9480","9480","-154.70967197657228","-154.70967197657228","-154.70967197657228"
"7981","","","","","","","9481","9481","9481","-154.69401515874648","-154.69401515874648","-154.69401515874648","","","","","","","9481","9481","9481","-154.70969744612998","-154.70969744612998","-154.70969744612998"
"7982","","","","","","","9482","9482","9482","-154.69398351301226","-154.69398351301226","-154.69398351301226","","","","","","","9482","9482","9482","-154.70971358449836","-154.70971358449836","-154.70971358449836"
"7983","","","","","","","9483","9483","9483","-154.69392901733704","-154.69392901733704","-154.69392901733704","","","","","","","9483","9483","9483","-154.7097223229277","-154.7097223229277","-154.7097223229277"
"7984","","","","","","","9484","9484","9484","-154.69388431176208","-154.69388431176208","-154.69388431176208","","","","","","","9484","9484","9484","-154.7097890562282","-154.7097890562282","-154.7097890562282"
"7985","","","","","","","9485","9485","9485","-154.6938705444336","-154.6938705444336","-154.6938705444336","","","","","","","9485","9485","9485","-154.70981494645426","-154.70981494645426","-154.70981494645426"
"7986","","","","","","","9486","9486","9486","-154.69386802042337","-154.69386802042337","-154.69386802042337","","","","","","","9486","9486","9486","-154.7097984065388","-154.7097984065388","-154.7097984065388"
"7987","","","","","","","9487","9487","9487","-154.69384151831605","-154.69384151831605","-154.69384151831605","","","","","","","9487","9487","9487","-154.7097914655107","-154.7097914655107","-154.7097914655107"
"7988","","","","","","","9488","9488","9488","-154.6938201598356","-154.6938201598356","-154.6938201598356","","","","","","","9488","9488","9488","-154.7097777364248","-154.7097777364248","-154.7097777364248"
"7989","","","","","","","9489","9489","9489","-154.69381302759462","-154.69381302759462","-154.69381302759462","","","","","","","9489","9489","9489","-154.70977125430764","-154.70977125430764","-154.70977125430764"
"7990","","","","","","","9490","9490","9490","-154.69384435240707","-154.69384435240707","-154.69384435240707","","","","","","","9490","9490","9490","-154.70976753855527","-154.70976753855527","-154.70976753855527"
"7991","","","","","","","9491","9491","9491","-154.69383226377943","-154.69383226377943","-154.69383226377943","","","","","","","9491","9491","9491","-154.7097922314392","-154.7097922314392","-154.7097922314392"
"7992","","","","","","","9492","9492","9492","-154.69380090591756","-154.69380090591756","-154.69380090591756","","","","","","","9492","9492","9492","-154.70980663084714","-154.70980663084714","-154.70980663084714"
"7993","","","","","","","9493","9493","9493","-154.6938064823461","-154.6938064823461","-154.6938064823461","","","","","","","9493","9493","9493","-154.7097921359524","-154.7097921359524","-154.7097921359524"
"7994","","","","","","","9494","9494","9494","-154.69381307093462","-154.69381307093462","-154.69381307093462","","","","","","","9494","9494","9494","-154.70981077497385","-154.70981077497385","-154.70981077497385"
"7995","","","","","","","9495","9495","9495","-154.69382070987783","-154.69382070987783","-154.69382070987783","","","","","","","9495","9495","9495","-154.7098419991542","-154.7098419991542","-154.7098419991542"
"7996","","","","","","","9496","9496","9496","-154.69383329503677","-154.69383329503677","-154.69383329503677","","","","","","","9496","9496","9496","-154.70983844704563","-154.70983844704563","-154.70983844704563"
"7997","","","","","","","9497","9497","9497","-154.69383316135526","-154.69383316135526","-154.69383316135526","","","","","","","9497","9497","9497","-154.70985164332","-154.70985164332","-154.70985164332"
"7998","","","","","","","9498","9498","9498","-154.6938043816367","-154.6938043816367","-154.6938043816367","","","","","","","9498","9498","9498","-154.70984925615028","-154.70984925615028","-154.70984925615028"
"7999","","","","","","","9499","9499","9499","-154.69380758999287","-154.69380758999287","-154.69380758999287","","","","","","","9499","9499","9499","-154.7098597024051","-154.7098597024051","-154.7098597024051"
"8000","","","","","","","9500","9500","9500","-154.69378721237183","-154.69378721237183","-154.69378721237183","","","","","","","9500","9500","9500","-154.7098614692688","-154.7098614692688","-154.7098614692688"
"8001","","","","","","","9501","9501","9501","-154.69375276565552","-154.69375276565552","-154.69375276565552","","","","","","","9501","9501","9501","-154.7098567199707","-154.7098567199707","-154.7098567199707"
"8002","","","","","","","9502","9502","9502","-154.69376489639282","-154.69376489639282","-154.69376489639282","","","","","","","9502","9502","9502","-154.70987070083618","-154.70987070083618","-154.70987070083618"
"8003","","","","","","","9503","9503","9503","-154.69379751205443","-154.69379751205443","-154.69379751205443","","","","","","","9503","9503","9503","-154.70988750457764","-154.70988750457764","-154.70988750457764"
"8004","","","","","","","9504","9504","9504","-154.69379404067993","-154.69379404067993","-154.69379404067993","","","","","","","9504","9504","9504","-154.7099051475525","-154.7099051475525","-154.7099051475525"
"8005","","","","","","","9505","9505","9505","-154.6938000869751","-154.6938000869751","-154.6938000869751","","","","","","","9505","9505","9505","-154.7099247932434","-154.7099247932434","-154.7099247932434"
"8006","","","","","","","9506","9506","9506","-154.69384130477906","-154.69384130477906","-154.69384130477906","","","","","","","9506","9506","9506","-154.70992683410645","-154.70992683410645","-154.70992683410645"
"8007","","","","","","","9507","9507","9507","-154.69383333206176","-154.69383333206176","-154.69383333206176","","","","","","","9507","9507","9507","-154.70993392944337","-154.70993392944337","-154.70993392944337"
"8008","","","","","","","9508","9508","9508","-154.69382413864136","-154.69382413864136","-154.69382413864136","","","","","","","9508","9508","9508","-154.70992645263672","-154.70992645263672","-154.70992645263672"
"8009","","","","","","","9509","9509","9509","-154.69381181716918","-154.69381181716918","-154.69381181716918","","","","","","","9509","9509","9509","-154.7099245262146","-154.7099245262146","-154.7099245262146"
"8010","","","","","","","9510","9510","9510","-154.69381313824027","-154.69381313824027","-154.69381313824027","","","","","","","9510","9510","9510","-154.70989538757095","-154.70989538757095","-154.70989538757095"
"8011","","","","","","","9511","9511","9511","-154.69382506333636","-154.69382506333636","-154.69382506333636","","","","","","","9511","9511","9511","-154.70987016580227","-154.70987016580227","-154.70987016580227"
"8012","","","","","","","9512","9512","9512","-154.69385211387376","-154.69385211387376","-154.69385211387376","","","","","","","9512","9512","9512","-154.70983208550348","-154.70983208550348","-154.70983208550348"
"8013","","","","","","","9513","9513","9513","-154.6939250741261","-154.6939250741261","-154.6939250741261","","","","","","","9513","9513","9513","-154.70983837189598","-154.70983837189598","-154.70983837189598"
"8014","","","","","","","9514","9514","9514","-154.69395677278402","-154.69395677278402","-154.69395677278402","","","","","","","9514","9514","9514","-154.70983837189598","-154.70983837189598","-154.70983837189598"
"8015","","","","","","","9515","9515","9515","-154.6939794799957","-154.6939794799957","-154.6939794799957","","","","","","","9515","9515","9515","-154.70984326766225","-154.70984326766225","-154.70984326766225"
"8016","","","","","","","9516","9516","9516","-154.69400531135398","-154.69400531135398","-154.69400531135398","","","","","","","9516","9516","9516","-154.7098402578137","-154.7098402578137","-154.7098402578137"
"8017","","","","","","","9517","9517","9517","-154.69402150357706","-154.69402150357706","-154.69402150357706","","","","","","","9517","9517","9517","-154.70983019958572","-154.70983019958572","-154.70983019958572"
"8018","","","","","","","9518","9518","9518","-154.69405990772032","-154.69405990772032","-154.69405990772032","","","","","","","9518","9518","9518","-154.7098257800613","-154.7098257800613","-154.7098257800613"
"8019","","","","","","","9519","9519","9519","-154.6940790907423","-154.6940790907423","-154.6940790907423","","","","","","","9519","9519","9519","-154.7098200270597","-154.7098200270597","-154.7098200270597"
"8020","","","","","","","9520","9520","9520","-154.69408504267287","-154.69408504267287","-154.69408504267287","","","","","","","9520","9520","9520","-154.7098236654762","-154.7098236654762","-154.7098236654762"
"8021","","","","","","","9521","9521","9521","-154.69409543082602","-154.69409543082602","-154.69409543082602","","","","","","","9521","9521","9521","-154.7098237415799","-154.7098237415799","-154.7098237415799"
"8022","","","","","","","9522","9522","9522","-154.69412912573304","-154.69412912573304","-154.69412912573304","","","","","","","9522","9522","9522","-154.70981592192615","-154.70981592192615","-154.70981592192615"
"8023","","","","","","","9523","9523","9523","-154.69416287771782","-154.69416287771782","-154.69416287771782","","","","","","","9523","9523","9523","-154.70984196841272","-154.70984196841272","-154.70984196841272"
"8024","","","","","","","9524","9524","9524","-154.69417366541532","-154.69417366541532","-154.69417366541532","","","","","","","9524","9524","9524","-154.70986209783769","-154.70986209783769","-154.70986209783769"
"8025","","","","","","","9525","9525","9525","-154.69420271799748","-154.69420271799748","-154.69420271799748","","","","","","","9525","9525","9525","-154.70987107807264","-154.70987107807264","-154.70987107807264"
"8026","","","","","","","9526","9526","9526","-154.6941923869221","-154.6941923869221","-154.6941923869221","","","","","","","9526","9526","9526","-154.70987686195278","-154.70987686195278","-154.70987686195278"
"8027","","","","","","","9527","9527","9527","-154.69419695314326","-154.69419695314326","-154.69419695314326","","","","","","","9527","9527","9527","-154.70987885967455","-154.70987885967455","-154.70987885967455"
"8028","","","","","","","9528","9528","9528","-154.69421223095824","-154.69421223095824","-154.69421223095824","","","","","","","9528","9528","9528","-154.7098906747718","-154.7098906747718","-154.7098906747718"
"8029","","","","","","","9529","9529","9529","-154.69423829647073","-154.69423829647073","-154.69423829647073","","","","","","","9529","9529","9529","-154.7098989700736","-154.7098989700736","-154.7098989700736"
"8030","","","","","","","9530","9530","9530","-154.6942410973802","-154.6942410973802","-154.6942410973802","","","","","","","9530","9530","9530","-154.70991177873623","-154.70991177873623","-154.70991177873623"
"8031","","","","","","","9531","9531","9531","-154.6942325463776","-154.6942325463776","-154.6942325463776","","","","","","","9531","9531","9531","-154.70990147952867","-154.70990147952867","-154.70990147952867"
"8032","","","","","","","9532","9532","9532","-154.69421432324097","-154.69421432324097","-154.69421432324097","","","","","","","9532","9532","9532","-154.7098732992246","-154.7098732992246","-154.7098732992246"
"8033","","","","","","","9533","9533","9533","-154.69422576258222","-154.69422576258222","-154.69422576258222","","","","","","","9533","9533","9533","-154.7098873798755","-154.7098873798755","-154.7098873798755"
"8034","","","","","","","9534","9534","9534","-154.69421016175303","-154.69421016175303","-154.69421016175303","","","","","","","9534","9534","9534","-154.70987879086846","-154.70987879086846","-154.70987879086846"
"8035","","","","","","","9535","9535","9535","-154.6942337055135","-154.6942337055135","-154.6942337055135","","","","","","","9535","9535","9535","-154.70986980281464","-154.70986980281464","-154.70986980281464"
"8036","","","","","","","9536","9536","9536","-154.69427537739944","-154.69427537739944","-154.69427537739944","","","","","","","9536","9536","9536","-154.7098455179673","-154.7098455179673","-154.7098455179673"
"8037","","","","","","","9537","9537","9537","-154.69430933438085","-154.69430933438085","-154.69430933438085","","","","","","","9537","9537","9537","-154.70981062987673","-154.70981062987673","-154.70981062987673"
"8038","","","","","","","9538","9538","9538","-154.6942952347277","-154.6942952347277","-154.6942952347277","","","","","","","9538","9538","9538","-154.70980162282066","-154.70980162282066","-154.70980162282066"
"8039","","","","","","","9539","9539","9539","-154.6943046218283","-154.6943046218283","-154.6943046218283","","","","","","","9539","9539","9539","-154.70980207887413","-154.70980207887413","-154.70980207887413"
"8040","","","","","","","9540","9540","9540","-154.69433832880276","-154.69433832880276","-154.69433832880276","","","","","","","9540","9540","9540","-154.70979923988457","-154.70979923988457","-154.70979923988457"
"8041","","","","","","","9541","9541","9541","-154.69436079945731","-154.69436079945731","-154.69436079945731","","","","","","","9541","9541","9541","-154.7098031304962","-154.7098031304962","-154.7098031304962"
"8042","","","","","","","9542","9542","9542","-154.69437695024024","-154.69437695024024","-154.69437695024024","","","","","","","9542","9542","9542","-154.70980935547482","-154.70980935547482","-154.70980935547482"
"8043","","","","","","","9543","9543","9543","-154.69439262655837","-154.69439262655837","-154.69439262655837","","","","","","","9543","9543","9543","-154.70981349280817","-154.70981349280817","-154.70981349280817"
"8044","","","","","","","9544","9544","9544","-154.69438186569593","-154.69438186569593","-154.69438186569593","","","","","","","9544","9544","9544","-154.709805426906","-154.709805426906","-154.709805426906"
"8045","","","","","","","9545","9545","9545","-154.6943790568641","-154.6943790568641","-154.6943790568641","","","","","","","9545","9545","9545","-154.70980242828824","-154.70980242828824","-154.70980242828824"
"8046","","","","","","","9546","9546","9546","-154.69437636190386","-154.69437636190386","-154.69437636190386","","","","","","","9546","9546","9546","-154.70978847902214","-154.70978847902214","-154.70978847902214"
"8047","","","","","","","9547","9547","9547","-154.69435298027685","-154.69435298027685","-154.69435298027685","","","","","","","9547","9547","9547","-154.7097616432911","-154.7097616432911","-154.7097616432911"
"8048","","","","","","","9548","9548","9548","-154.69435723148175","-154.69435723148175","-154.69435723148175","","","","","","","9548","9548","9548","-154.70976333238593","-154.70976333238593","-154.70976333238593"
"8049","","","","","","","9549","9549","9549","-154.6943633615674","-154.6943633615674","-154.6943633615674","","","","","","","9549","9549","9549","-154.70976553390275","-154.70976553390275","-154.70976553390275"
"8050","","","","","","","9550","9550","9550","-154.69436507136186","-154.69436507136186","-154.69436507136186","","","","","","","9550","9550","9550","-154.7097620235467","-154.7097620235467","-154.7097620235467"
"8051","","","","","","","9551","9551","9551","-154.69438577024093","-154.69438577024093","-154.69438577024093","","","","","","","9551","9551","9551","-154.7097714631454","-154.7097714631454","-154.7097714631454"
"8052","","","","","","","9552","9552","9552","-154.69439517192959","-154.69439517192959","-154.69439517192959","","","","","","","9552","9552","9552","-154.7097600901349","-154.7097600901349","-154.7097600901349"
"8053","","","","","","","9553","9553","9553","-154.69439266986728","-154.69439266986728","-154.69439266986728","","","","","","","9553","9553","9553","-154.7097608672906","-154.7097608672906","-154.7097608672906"
"8054","","","","","","","9554","9554","9554","-154.69442322535545","-154.69442322535545","-154.69442322535545","","","","","","","9554","9554","9554","-154.70977508355372","-154.70977508355372","-154.70977508355372"
"8055","","","","","","","9555","9555","9555","-154.6944441327397","-154.6944441327397","-154.6944441327397","","","","","","","9555","9555","9555","-154.70980768618375","-154.70980768618375","-154.70980768618375"
"8056","","","","","","","9556","9556","9556","-154.6944649453489","-154.6944649453489","-154.6944649453489","","","","","","","9556","9556","9556","-154.709813372689","-154.709813372689","-154.709813372689"
"8057","","","","","","","9557","9557","9557","-154.69449752902392","-154.69449752902392","-154.69449752902392","","","","","","","9557","9557","9557","-154.70985336777585","-154.70985336777585","-154.70985336777585"
"8058","","","","","","","9558","9558","9558","-154.69449802185437","-154.69449802185437","-154.69449802185437","","","","","","","9558","9558","9558","-154.70990424304276","-154.70990424304276","-154.70990424304276"
"8059","","","","","","","9559","9559","9559","-154.69450875039428","-154.69450875039428","-154.69450875039428","","","","","","","9559","9559","9559","-154.70993800192886","-154.70993800192886","-154.70993800192886"
"8060","","","","","","","9560","9560","9560","-154.69453969723534","-154.69453969723534","-154.69453969723534","","","","","","","9560","9560","9560","-154.70994196813692","-154.70994196813692","-154.70994196813692"
"8061","","","","","","","9561","9561","9561","-154.69455275997038","-154.69455275997038","-154.69455275997038","","","","","","","9561","9561","9561","-154.70996790429203","-154.70996790429203","-154.70996790429203"
"8062","","","","","","","9562","9562","9562","-154.69457345209997","-154.69457345209997","-154.69457345209997","","","","","","","9562","9562","9562","-154.70999898981515","-154.70999898981515","-154.70999898981515"
"8063","","","","","","","9563","9563","9563","-154.69458450809603","-154.69458450809603","-154.69458450809603","","","","","","","9563","9563","9563","-154.71000020143117","-154.71000020143117","-154.71000020143117"
"8064","","","","","","","9564","9564","9564","-154.6946037614316","-154.6946037614316","-154.6946037614316","","","","","","","9564","9564","9564","-154.7099868736551","-154.7099868736551","-154.7099868736551"
"8065","","","","","","","9565","9565","9565","-154.6946279369572","-154.6946279369572","-154.6946279369572","","","","","","","9565","9565","9565","-154.70996368256752","-154.70996368256752","-154.70996368256752"
"8066","","","","","","","9566","9566","9566","-154.6946743191324","-154.6946743191324","-154.6946743191324","","","","","","","9566","9566","9566","-154.70997657491907","-154.70997657491907","-154.70997657491907"
