"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"11590","-154.71207950908416","-154.71207950908416","-154.71207950908416"
"11591","-154.71208593843096","-154.71208593843096","-154.71208593843096"
"11592","-154.7120794799921","-154.7120794799921","-154.7120794799921"
"11593","-154.712064628492","-154.712064628492","-154.712064628492"
"11595","-154.71205451899874","-154.71205451899874","-154.71205451899874"
"11596","-154.71205524630042","-154.71205524630042","-154.71205524630042"
"11597","-154.7120674213304","-154.7120674213304","-154.7120674213304"
"11598","-154.7120732542898","-154.7120732542898","-154.7120732542898"
"11600","-154.71205578031993","-154.71205578031993","-154.71205578031993"
"11601","-154.712050054641","-154.712050054641","-154.712050054641"
"11603","-154.7120583525158","-154.7120583525158","-154.7120583525158"
"11604","-154.71206422351656","-154.71206422351656","-154.71206422351656"
"11605","-154.71206718808128","-154.71206718808128","-154.71206718808128"
"11607","-154.71206529889787","-154.71206529889787","-154.71206529889787"
"11608","-154.71205884660992","-154.71205884660992","-154.71205884660992"
"11609","-154.71206367129372","-154.71206367129372","-154.71206367129372"
"11616","-154.71210795510507","-154.71210795510507","-154.71210795510507"
"11617","-154.71210990056437","-154.71210990056437","-154.71210990056437"
"11619","-154.71210659037988","-154.71210659037988","-154.71210659037988"
"11620","-154.71210997548846","-154.71210997548846","-154.71210997548846"
"11621","-154.71212096993915","-154.71212096993915","-154.71212096993915"
"11628","-154.71214493145962","-154.71214493145962","-154.71214493145962"
"11629","-154.71215575185565","-154.71215575185565","-154.71215575185565"
"11630","-154.71216470948426","-154.71216470948426","-154.71216470948426"
"11631","-154.71217772220274","-154.71217772220274","-154.71217772220274"
"11632","-154.71219527053472","-154.71219527053472","-154.71219527053472"
"11633","-154.71219600956437","-154.71219600956437","-154.71219600956437"
"11634","-154.71220566042243","-154.71220566042243","-154.71220566042243"
"11635","-154.71219822665338","-154.71219822665338","-154.71219822665338"
"11636","-154.71219669063095","-154.71219669063095","-154.71219669063095"
"11637","-154.71220231305273","-154.71220231305273","-154.71220231305273"
"11640","-154.71220470334367","-154.71220470334367","-154.71220470334367"
"11646","-154.7121794264502","-154.7121794264502","-154.7121794264502"
"11647","-154.71216971236342","-154.71216971236342","-154.71216971236342"
"11649","-154.7121759374861","-154.7121759374861","-154.7121759374861"
"11650","-154.71217944972324","-154.71217944972324","-154.71217944972324"
"11651","-154.71218616069777","-154.71218616069777","-154.71218616069777"
"11652","-154.71218127209994","-154.71218127209994","-154.71218127209994"
"11655","-154.71217386688667","-154.71217386688667","-154.71217386688667"
"11659","-154.71217260857895","-154.71217260857895","-154.71217260857895"
"11661","-154.71216583251953","-154.71216583251953","-154.71216583251953"
"11665","-154.7121304020737","-154.7121304020737","-154.7121304020737"
"11667","-154.71211957931519","-154.71211957931519","-154.71211957931519"
"11671","-154.71212713698114","-154.71212713698114","-154.71212713698114"
"11672","-154.71213002416923","-154.71213002416923","-154.71213002416923"
"11673","-154.71212072742358","-154.71212072742358","-154.71212072742358"
"11674","-154.71211044903396","-154.71211044903396","-154.71211044903396"
"11675","-154.7121088899524","-154.7121088899524","-154.7121088899524"
"11676","-154.71210673899728","-154.71210673899728","-154.71210673899728"
"11677","-154.71211658430866","-154.71211658430866","-154.71211658430866"
"11679","-154.71209367447116","-154.71209367447116","-154.71209367447116"
"11685","-154.71207171261648","-154.71207171261648","-154.71207171261648"
"11687","-154.7120593527089","-154.7120593527089","-154.7120593527089"
"11688","-154.71204498810218","-154.71204498810218","-154.71204498810218"
"11689","-154.7120350222957","-154.7120350222957","-154.7120350222957"
"11690","-154.712030844828","-154.712030844828","-154.712030844828"
"11692","-154.71204447543656","-154.71204447543656","-154.71204447543656"
"11693","-154.71203678120298","-154.71203678120298","-154.71203678120298"
"11694","-154.7120551522663","-154.7120551522663","-154.7120551522663"
"11695","-154.7120590426091","-154.7120590426091","-154.7120590426091"
"11700","-154.7120767701347","-154.7120767701347","-154.7120767701347"
"11701","-154.7120734160801","-154.7120734160801","-154.7120734160801"
"11704","-154.7120536228396","-154.7120536228396","-154.7120536228396"
"11705","-154.71207154471918","-154.71207154471918","-154.71207154471918"
"11706","-154.71206295085403","-154.71206295085403","-154.71206295085403"
"11708","-154.71205120446547","-154.71205120446547","-154.71205120446547"
"11709","-154.7120423658839","-154.7120423658839","-154.7120423658839"
"11710","-154.71204479048546","-154.71204479048546","-154.71204479048546"
"11711","-154.71205189495464","-154.71205189495464","-154.71205189495464"
"11715","-154.7120633426418","-154.7120633426418","-154.7120633426418"
"11716","-154.7120793924143","-154.7120793924143","-154.7120793924143"
"11717","-154.71208924375313","-154.71208924375313","-154.71208924375313"
"11718","-154.71209155917728","-154.71209155917728","-154.71209155917728"
"11720","-154.71209649267394","-154.71209649267394","-154.71209649267394"
"11722","-154.71212048719158","-154.71212048719158","-154.71212048719158"
"11725","-154.71214837543036","-154.71214837543036","-154.71214837543036"
"11728","-154.71212346136232","-154.71212346136232","-154.71212346136232"
"11730","-154.71217639022353","-154.71217639022353","-154.71217639022353"
"11731","-154.7121729307991","-154.7121729307991","-154.7121729307991"
"11732","-154.7121772658455","-154.7121772658455","-154.7121772658455"
"11733","-154.71219462038545","-154.71219462038545","-154.71219462038545"
"11735","-154.71220818534843","-154.71220818534843","-154.71220818534843"
"11737","-154.71219641469273","-154.71219641469273","-154.71219641469273"
"11739","-154.71218915133687","-154.71218915133687","-154.71218915133687"
"11742","-154.7121917466472","-154.7121917466472","-154.7121917466472"
"11746","-154.71220809534975","-154.71220809534975","-154.71220809534975"
"11750","-154.71223885263075","-154.71223885263075","-154.71223885263075"
"11751","-154.71223494122285","-154.71223494122285","-154.71223494122285"
"11752","-154.7122392394733","-154.7122392394733","-154.7122392394733"
"11754","-154.71226245002566","-154.71226245002566","-154.71226245002566"
"11755","-154.71225726347015","-154.71225726347015","-154.71225726347015"
"11758","-154.71226767956372","-154.71226767956372","-154.71226767956372"
"11760","-154.71228128973584","-154.71228128973584","-154.71228128973584"
"11761","-154.71228244917478","-154.71228244917478","-154.71228244917478"
"11762","-154.71227066870256","-154.71227066870256","-154.71227066870256"
"11764","-154.71226262420024","-154.71226262420024","-154.71226262420024"
"11766","-154.71225559599628","-154.71225559599628","-154.71225559599628"
"11767","-154.7122823346623","-154.7122823346623","-154.7122823346623"
"11772","-154.71233388655858","-154.71233388655858","-154.71233388655858"
"11773","-154.71234599920558","-154.71234599920558","-154.71234599920558"
"11774","-154.71234724336176","-154.71234724336176","-154.71234724336176"
"11775","-154.71236597720775","-154.71236597720775","-154.71236597720775"
"11777","-154.7123497602754","-154.7123497602754","-154.7123497602754"
"11779","-154.71234584189847","-154.71234584189847","-154.71234584189847"
"11782","-154.71232647842237","-154.71232647842237","-154.71232647842237"
"11784","-154.71229857541204","-154.71229857541204","-154.71229857541204"
"11787","-154.71230881937433","-154.71230881937433","-154.71230881937433"
"11788","-154.7123029615995","-154.7123029615995","-154.7123029615995"
"11790","-154.71228783859954","-154.71228783859954","-154.71228783859954"
"11791","-154.71228799561231","-154.71228799561231","-154.71228799561231"
"11792","-154.71229551795267","-154.71229551795267","-154.71229551795267"
"11793","-154.71228878067632","-154.71228878067632","-154.71228878067632"
"11794","-154.71227543458858","-154.71227543458858","-154.71227543458858"
"11795","-154.71226835473885","-154.71226835473885","-154.71226835473885"
"11796","-154.71226766959208","-154.71226766959208","-154.71226766959208"
"11797","-154.7122671985537","-154.7122671985537","-154.7122671985537"
"11798","-154.71227336487445","-154.71227336487445","-154.71227336487445"
"11799","-154.71227059573965","-154.71227059573965","-154.71227059573965"
"11800","-154.71226798084294","-154.71226798084294","-154.71226798084294"
"11802","-154.71225734247224","-154.71225734247224","-154.71225734247224"
"11805","-154.71223174478405","-154.71223174478405","-154.71223174478405"
"11806","-154.71223385534554","-154.71223385534554","-154.71223385534554"
"11808","-154.71223958808685","-154.71223958808685","-154.71223958808685"
"11811","-154.71221834070542","-154.71221834070542","-154.71221834070542"
"11812","-154.7122274446888","-154.7122274446888","-154.7122274446888"
"11813","-154.71220809694321","-154.71220809694321","-154.71220809694321"
"11815","-154.7122203068239","-154.7122203068239","-154.7122203068239"
"11816","-154.71222194525598","-154.71222194525598","-154.71222194525598"
"11817","-154.71221975118172","-154.71221975118172","-154.71221975118172"
"11818","-154.7122012012813","-154.7122012012813","-154.7122012012813"
"11820","-154.71221367280876","-154.71221367280876","-154.71221367280876"
"11821","-154.7122085343546","-154.7122085343546","-154.7122085343546"
"11822","-154.71218625823064","-154.71218625823064","-154.71218625823064"
"11824","-154.71217434441866","-154.71217434441866","-154.71217434441866"
"11825","-154.7121669285333","-154.7121669285333","-154.7121669285333"
"11827","-154.71214051033135","-154.71214051033135","-154.71214051033135"
"11828","-154.71211534471655","-154.71211534471655","-154.71211534471655"
"11831","-154.71210316909549","-154.71210316909549","-154.71210316909549"
"11834","-154.7120748983847","-154.7120748983847","-154.7120748983847"
"11835","-154.71208596207333","-154.71208596207333","-154.71208596207333"
"11837","-154.71209074022164","-154.71209074022164","-154.71209074022164"
"11839","-154.7120750974742","-154.7120750974742","-154.7120750974742"
"11840","-154.71207533113562","-154.71207533113562","-154.71207533113562"
"11842","-154.71208578781042","-154.71208578781042","-154.71208578781042"
"11844","-154.71207362624298","-154.71207362624298","-154.71207362624298"
"11845","-154.71206459031202","-154.71206459031202","-154.71206459031202"
"11846","-154.71205095117097","-154.71205095117097","-154.71205095117097"
"11847","-154.71205387790332","-154.71205387790332","-154.71205387790332"
"11848","-154.7120558953596","-154.7120558953596","-154.7120558953596"
"11849","-154.7120506670222","-154.7120506670222","-154.7120506670222"
"11850","-154.71204781465752","-154.71204781465752","-154.71204781465752"
"11852","-154.71202919183776","-154.71202919183776","-154.71202919183776"
"11853","-154.7120256716706","-154.7120256716706","-154.7120256716706"
"11854","-154.71200685013173","-154.71200685013173","-154.71200685013173"
"11857","-154.7120111509811","-154.7120111509811","-154.7120111509811"
"11858","-154.7119900867551","-154.7119900867551","-154.7119900867551"
"11860","-154.7119727719672","-154.7119727719672","-154.7119727719672"
"11861","-154.71196379537477","-154.71196379537477","-154.71196379537477"
"11863","-154.71194906128383","-154.71194906128383","-154.71194906128383"
"11865","-154.71191949383476","-154.71191949383476","-154.71191949383476"
"11867","-154.7119231525407","-154.7119231525407","-154.7119231525407"
"11868","-154.7119140625","-154.7119140625","-154.7119140625"
"11869","-154.71190993582005","-154.71190993582005","-154.71190993582005"
"11870","-154.7119137083034","-154.7119137083034","-154.7119137083034"
"11871","-154.71190656770017","-154.71190656770017","-154.71190656770017"
"11874","-154.71187881285545","-154.71187881285545","-154.71187881285545"
"11875","-154.7118731173743","-154.7118731173743","-154.7118731173743"
"11879","-154.71185486916602","-154.71185486916602","-154.71185486916602"
"11880","-154.71185306980792","-154.71185306980792","-154.71185306980792"
"11882","-154.71185585828792","-154.71185585828792","-154.71185585828792"
"11884","-154.71187842091294","-154.71187842091294","-154.71187842091294"
"11885","-154.71189699190668","-154.71189699190668","-154.71189699190668"
"11888","-154.71194296643995","-154.71194296643995","-154.71194296643995"
"11889","-154.7119447640895","-154.7119447640895","-154.7119447640895"
"11890","-154.71194637606163","-154.71194637606163","-154.71194637606163"
"11891","-154.71194869528443","-154.71194869528443","-154.71194869528443"
"11893","-154.71197084103392","-154.71197084103392","-154.71197084103392"
"11894","-154.71198150380218","-154.71198150380218","-154.71198150380218"
"11896","-154.71199615450232","-154.71199615450232","-154.71199615450232"
"11898","-154.71201716892358","-154.71201716892358","-154.71201716892358"
"11900","-154.71205502262822","-154.71205502262822","-154.71205502262822"
"11901","-154.71208268624764","-154.71208268624764","-154.71208268624764"
"11902","-154.71209109271015","-154.71209109271015","-154.71209109271015"
"11904","-154.71208046807183","-154.71208046807183","-154.71208046807183"
"11906","-154.71208504570856","-154.71208504570856","-154.71208504570856"
"11907","-154.71208641617386","-154.71208641617386","-154.71208641617386"
"11908","-154.71210423222294","-154.71210423222294","-154.71210423222294"
"11910","-154.71211557450061","-154.71211557450061","-154.71211557450061"
"11911","-154.71210724639187","-154.71210724639187","-154.71210724639187"
"11912","-154.71212510242162","-154.71212510242162","-154.71212510242162"
"11914","-154.71214590857804","-154.71214590857804","-154.71214590857804"
"11915","-154.7121391190521","-154.7121391190521","-154.7121391190521"
"11917","-154.712148096471","-154.712148096471","-154.712148096471"
"11920","-154.71215096859746","-154.71215096859746","-154.71215096859746"
"11921","-154.71214666736765","-154.71214666736765","-154.71214666736765"
"11922","-154.71212628940998","-154.71212628940998","-154.71212628940998"
"11923","-154.7121290252742","-154.7121290252742","-154.7121290252742"
"11924","-154.71212517532095","-154.71212517532095","-154.71212517532095"
"11928","-154.71212580992864","-154.71212580992864","-154.71212580992864"
"11929","-154.71212332790748","-154.71212332790748","-154.71212332790748"
"11930","-154.71213039070616","-154.71213039070616","-154.71213039070616"
"11933","-154.71208055660006","-154.71208055660006","-154.71208055660006"
"11934","-154.71206587547522","-154.71206587547522","-154.71206587547522"
"11935","-154.71205767546115","-154.71205767546115","-154.71205767546115"
"11936","-154.71205644968583","-154.71205644968583","-154.71205644968583"
"11937","-154.71207462497475","-154.71207462497475","-154.71207462497475"
"11938","-154.71208014800828","-154.71208014800828","-154.71208014800828"
"11942","-154.7120643137126","-154.7120643137126","-154.7120643137126"
"11946","-154.7120853297385","-154.7120853297385","-154.7120853297385"
"11947","-154.71210095451326","-154.71210095451326","-154.71210095451326"
"11948","-154.7121080912347","-154.7121080912347","-154.7121080912347"
"11951","-154.71210019159977","-154.71210019159977","-154.71210019159977"
"11952","-154.71211345338602","-154.71211345338602","-154.71211345338602"
"11953","-154.71212042883243","-154.71212042883243","-154.71212042883243"
"11954","-154.71213106076289","-154.71213106076289","-154.71213106076289"
"11955","-154.71212689799648","-154.71212689799648","-154.71212689799648"
"11956","-154.71212799494168","-154.71212799494168","-154.71212799494168"
"11957","-154.71212471816946","-154.71212471816946","-154.71212471816946"
"11959","-154.71209436935214","-154.71209436935214","-154.71209436935214"
"11963","-154.71206835049512","-154.71206835049512","-154.71206835049512"
"11965","-154.71204393081243","-154.71204393081243","-154.71204393081243"
"11968","-154.71203089199452","-154.71203089199452","-154.71203089199452"
"11969","-154.71202933239454","-154.71202933239454","-154.71202933239454"
"11971","-154.71201594685235","-154.71201594685235","-154.71201594685235"
"11972","-154.71199618201794","-154.71199618201794","-154.71199618201794"
"11977","-154.71199566262956","-154.71199566262956","-154.71199566262956"
"11978","-154.7119862715257","-154.7119862715257","-154.7119862715257"
"11982","-154.71200975249795","-154.71200975249795","-154.71200975249795"
"11986","-154.7120167788337","-154.7120167788337","-154.7120167788337"
"11988","-154.7120097244487","-154.7120097244487","-154.7120097244487"
"11992","-154.71198690955632","-154.71198690955632","-154.71198690955632"
"11994","-154.71196216481667","-154.71196216481667","-154.71196216481667"
"11995","-154.7119599089259","-154.7119599089259","-154.7119599089259"
"11996","-154.71195461248672","-154.71195461248672","-154.71195461248672"
"11997","-154.71193760222968","-154.71193760222968","-154.71193760222968"
"11998","-154.71191470704022","-154.71191470704022","-154.71191470704022"
"11999","-154.71191238109074","-154.71191238109074","-154.71191238109074"
"12000","-154.71191812217782","-154.71191812217782","-154.71191812217782"
"12001","-154.71191652630446","-154.71191652630446","-154.71191652630446"
"12004","-154.7119305671902","-154.7119305671902","-154.7119305671902"
"12005","-154.7119437401448","-154.7119437401448","-154.7119437401448"
"12007","-154.71194207427698","-154.71194207427698","-154.71194207427698"
"12008","-154.71194810779818","-154.71194810779818","-154.71194810779818"
"12009","-154.71194939569597","-154.71194939569597","-154.71194939569597"
"12011","-154.71197764311876","-154.71197764311876","-154.71197764311876"
"12012","-154.71198362915152","-154.71198362915152","-154.71198362915152"
"12013","-154.7119820347409","-154.7119820347409","-154.7119820347409"
"12016","-154.71200098584924","-154.71200098584924","-154.71200098584924"
"12018","-154.7120186362542","-154.7120186362542","-154.7120186362542"
"12020","-154.7120113163204","-154.7120113163204","-154.7120113163204"
"12021","-154.71200929019915","-154.71200929019915","-154.71200929019915"
"12022","-154.71203242990123","-154.71203242990123","-154.71203242990123"
"12023","-154.71203463767475","-154.71203463767475","-154.71203463767475"
"12027","-154.71201487949915","-154.71201487949915","-154.71201487949915"
"12028","-154.71201331449515","-154.71201331449515","-154.71201331449515"
"12030","-154.7119969178642","-154.7119969178642","-154.7119969178642"
"12032","-154.71199185021516","-154.71199185021516","-154.71199185021516"
"12035","-154.7119980626224","-154.7119980626224","-154.7119980626224"
"12036","-154.7119883600987","-154.7119883600987","-154.7119883600987"
"12040","-154.71202639731453","-154.71202639731453","-154.71202639731453"
"12041","-154.7120254070275","-154.7120254070275","-154.7120254070275"
"12043","-154.71207651141793","-154.71207651141793","-154.71207651141793"
"12044","-154.71207570245105","-154.71207570245105","-154.71207570245105"
"12050","-154.71206524295894","-154.71206524295894","-154.71206524295894"
"12051","-154.7120703988968","-154.7120703988968","-154.7120703988968"
"12052","-154.71207731064052","-154.71207731064052","-154.71207731064052"
"12053","-154.7120815190006","-154.7120815190006","-154.7120815190006"
"12055","-154.71209831063607","-154.71209831063607","-154.71209831063607"
"12057","-154.71210785608858","-154.71210785608858","-154.71210785608858"
"12058","-154.71212112217734","-154.71212112217734","-154.71212112217734"
"12059","-154.71211355549016","-154.71211355549016","-154.71211355549016"
"12060","-154.71211280265865","-154.71211280265865","-154.71211280265865"
"12061","-154.71211383290535","-154.71211383290535","-154.71211383290535"
"12066","-154.7120989500171","-154.7120989500171","-154.7120989500171"
"12067","-154.71210454676273","-154.71210454676273","-154.71210454676273"
"12069","-154.71212240901306","-154.71212240901306","-154.71212240901306"
"12070","-154.71213173322928","-154.71213173322928","-154.71213173322928"
"12071","-154.71214895326654","-154.71214895326654","-154.71214895326654"
"12074","-154.71214938446295","-154.71214938446295","-154.71214938446295"
"12075","-154.71214108045467","-154.71214108045467","-154.71214108045467"
"12076","-154.71215020512707","-154.71215020512707","-154.71215020512707"
"12077","-154.7121724047874","-154.7121724047874","-154.7121724047874"
"12078","-154.71217750959647","-154.71217750959647","-154.71217750959647"
"12079","-154.71219350559232","-154.71219350559232","-154.71219350559232"
"12080","-154.71219661413863","-154.71219661413863","-154.71219661413863"
"12082","-154.71220492448094","-154.71220492448094","-154.71220492448094"
"12083","-154.7122043825021","-154.7122043825021","-154.7122043825021"
"12084","-154.71220046357814","-154.71220046357814","-154.71220046357814"
"12086","-154.71223994465257","-154.71223994465257","-154.71223994465257"
"12087","-154.71223841599428","-154.71223841599428","-154.71223841599428"
"12088","-154.71225139569282","-154.71225139569282","-154.71225139569282"
"12089","-154.71225367478334","-154.71225367478334","-154.71225367478334"
"12095","-154.71221035236223","-154.71221035236223","-154.71221035236223"
"12096","-154.71221367069762","-154.71221367069762","-154.71221367069762"
"12098","-154.71220822807223","-154.71220822807223","-154.71220822807223"
"12099","-154.71220520130606","-154.71220520130606","-154.71220520130606"
"12100","-154.7122091813521","-154.7122091813521","-154.7122091813521"
"12103","-154.7122121221369","-154.7122121221369","-154.7122121221369"
"12104","-154.71221214988014","-154.71221214988014","-154.71221214988014"
"12108","-154.71216839877042","-154.71216839877042","-154.71216839877042"
"12109","-154.71217133955523","-154.71217133955523","-154.71217133955523"
"12111","-154.71216608891154","-154.71216608891154","-154.71216608891154"
"12114","-154.7121775503271","-154.7121775503271","-154.7121775503271"
"12118","-154.71218366215817","-154.71218366215817","-154.71218366215817"
"12119","-154.71217659405423","-154.71217659405423","-154.71217659405423"
"12122","-154.71219787320726","-154.71219787320726","-154.71219787320726"
"12125","-154.71220123789487","-154.71220123789487","-154.71220123789487"
"12128","-154.71221189966218","-154.71221189966218","-154.71221189966218"
"12129","-154.71222045676893","-154.71222045676893","-154.71222045676893"
"12133","-154.71219859810603","-154.71219859810603","-154.71219859810603"
"12137","-154.71224537051384","-154.71224537051384","-154.71224537051384"
"12139","-154.71225754434374","-154.71225754434374","-154.71225754434374"
"12140","-154.71225690150607","-154.71225690150607","-154.71225690150607"
"12142","-154.71228726704916","-154.71228726704916","-154.71228726704916"
"12143","-154.71226476586384","-154.71226476586384","-154.71226476586384"
"12145","-154.71227327982584","-154.71227327982584","-154.71227327982584"
"12147","-154.71228945082512","-154.71228945082512","-154.71228945082512"
"12148","-154.7122977298239","-154.7122977298239","-154.7122977298239"
"12149","-154.71230400472447","-154.71230400472447","-154.71230400472447"
"12150","-154.71231398086204","-154.71231398086204","-154.71231398086204"
"12151","-154.71230796019955","-154.71230796019955","-154.71230796019955"
"12152","-154.7123124066521","-154.7123124066521","-154.7123124066521"
"12155","-154.71232631217302","-154.71232631217302","-154.71232631217302"
"12156","-154.7123328299544","-154.7123328299544","-154.7123328299544"
"12159","-154.71233849158654","-154.71233849158654","-154.71233849158654"
"12160","-154.71233432762878","-154.71233432762878","-154.71233432762878"
"12162","-154.71235975434507","-154.71235975434507","-154.71235975434507"
"12165","-154.71237886232234","-154.71237886232234","-154.71237886232234"
"12166","-154.7123882990418","-154.7123882990418","-154.7123882990418"
"12168","-154.71239623195655","-154.71239623195655","-154.71239623195655"
"12170","-154.71241407385793","-154.71241407385793","-154.71241407385793"
"12172","-154.71245680398087","-154.71245680398087","-154.71245680398087"
"12174","-154.71246809300368","-154.71246809300368","-154.71246809300368"
"12175","-154.71248127042224","-154.71248127042224","-154.71248127042224"
"12176","-154.7124701881581","-154.7124701881581","-154.7124701881581"
"12177","-154.71247286223675","-154.71247286223675","-154.71247286223675"
"12178","-154.71249091915968","-154.71249091915968","-154.71249091915968"
"12181","-154.71250140193567","-154.71250140193567","-154.71250140193567"
"12183","-154.71255203963187","-154.71255203963187","-154.71255203963187"
"12188","-154.7125497122534","-154.7125497122534","-154.7125497122534"
"12189","-154.71254032011066","-154.71254032011066","-154.71254032011066"
"12190","-154.71253774658425","-154.71253774658425","-154.71253774658425"
"12191","-154.71253213289089","-154.71253213289089","-154.71253213289089"
"12192","-154.71253399036294","-154.71253399036294","-154.71253399036294"
"12193","-154.71253326113316","-154.71253326113316","-154.71253326113316"
"12195","-154.71254217699908","-154.71254217699908","-154.71254217699908"
"12197","-154.71255096903354","-154.71255096903354","-154.71255096903354"
"12199","-154.7125644666639","-154.7125644666639","-154.7125644666639"
"12200","-154.7125700254698","-154.7125700254698","-154.7125700254698"
"12201","-154.7125744793866","-154.7125744793866","-154.7125744793866"
"12202","-154.71256966805672","-154.71256966805672","-154.71256966805672"
"12209","-154.7126141522382","-154.7126141522382","-154.7126141522382"
"12210","-154.7126203068305","-154.7126203068305","-154.7126203068305"
"12211","-154.7126303191232","-154.7126303191232","-154.7126303191232"
"12214","-154.7126376120278","-154.7126376120278","-154.7126376120278"
"12215","-154.71264903895175","-154.71264903895175","-154.71264903895175"
"12216","-154.71263958976465","-154.71263958976465","-154.71263958976465"
"12218","-154.71261857631075","-154.71261857631075","-154.71261857631075"
"12220","-154.7126200559328","-154.7126200559328","-154.7126200559328"
"12222","-154.71259325699842","-154.71259325699842","-154.71259325699842"
"12223","-154.71259956908742","-154.71259956908742","-154.71259956908742"
"12226","-154.71258656069529","-154.71258656069529","-154.71258656069529"
"12227","-154.71260778852505","-154.71260778852505","-154.71260778852505"
"12229","-154.71263914314105","-154.71263914314105","-154.71263914314105"
"12230","-154.71263728523084","-154.71263728523084","-154.71263728523084"
"12231","-154.71264392067908","-154.71264392067908","-154.71264392067908"
"12232","-154.71264228923621","-154.71264228923621","-154.71264228923621"
"12234","-154.71263513282304","-154.71263513282304","-154.71263513282304"
"12237","-154.71264844484836","-154.71264844484836","-154.71264844484836"
"12238","-154.7126579318942","-154.7126579318942","-154.7126579318942"
"12239","-154.7126822801506","-154.7126822801506","-154.7126822801506"
"12242","-154.71267052313155","-154.71267052313155","-154.71267052313155"
"12245","-154.71267578289368","-154.71267578289368","-154.71267578289368"
"12247","-154.7126814946666","-154.7126814946666","-154.7126814946666"
"12250","-154.71270242870656","-154.71270242870656","-154.71270242870656"
"12251","-154.71271359567686","-154.71271359567686","-154.71271359567686"
"12253","-154.7126934650233","-154.7126934650233","-154.7126934650233"
"12254","-154.71269254812745","-154.71269254812745","-154.71269254812745"
"12255","-154.71269057748563","-154.71269057748563","-154.71269057748563"
"12256","-154.712685527716","-154.712685527716","-154.712685527716"
"12257","-154.7126796979006","-154.7126796979006","-154.7126796979006"
"12258","-154.71268436448992","-154.71268436448992","-154.71268436448992"
"12259","-154.7126758934671","-154.7126758934671","-154.7126758934671"
"12260","-154.71267365212935","-154.71267365212935","-154.71267365212935"
"12261","-154.71265329340451","-154.71265329340451","-154.71265329340451"
"12262","-154.71264964278026","-154.71264964278026","-154.71264964278026"
"12263","-154.71265073660027","-154.71265073660027","-154.71265073660027"
"12264","-154.71264843957826","-154.71264843957826","-154.71264843957826"
"12265","-154.7126349035557","-154.7126349035557","-154.7126349035557"
"12266","-154.71264868568775","-154.71264868568775","-154.71264868568775"
"12269","-154.71263478050096","-154.71263478050096","-154.71263478050096"
"12271","-154.71264095186868","-154.71264095186868","-154.71264095186868"
"12272","-154.71263737281518","-154.71263737281518","-154.71263737281518"
"12273","-154.7125830586296","-154.7125830586296","-154.7125830586296"
"12274","-154.71256773153797","-154.71256773153797","-154.71256773153797"
"12275","-154.71257213022204","-154.71257213022204","-154.71257213022204"
"12277","-154.71260650006383","-154.71260650006383","-154.71260650006383"
"12278","-154.7126102430434","-154.7126102430434","-154.7126102430434"
"12279","-154.71261242872492","-154.71261242872492","-154.71261242872492"
"12280","-154.7126115038058","-154.7126115038058","-154.7126115038058"
"12284","-154.71262309120465","-154.71262309120465","-154.71262309120465"
"12285","-154.7126340644304","-154.7126340644304","-154.7126340644304"
"12287","-154.71264054736852","-154.71264054736852","-154.71264054736852"
"12288","-154.71264282663307","-154.71264282663307","-154.71264282663307"
"12289","-154.71265751219394","-154.71265751219394","-154.71265751219394"
"12291","-154.71264449350528","-154.71264449350528","-154.71264449350528"
"12295","-154.71265236153147","-154.71265236153147","-154.71265236153147"
"12296","-154.7126594523003","-154.7126594523003","-154.7126594523003"
"12297","-154.71266826121695","-154.71266826121695","-154.71266826121695"
"12298","-154.7126629704125","-154.7126629704125","-154.7126629704125"
"12299","-154.71265605691292","-154.71265605691292","-154.71265605691292"
"12301","-154.71263298307147","-154.71263298307147","-154.71263298307147"
"12304","-154.7126585824149","-154.7126585824149","-154.7126585824149"
"12305","-154.7126598085676","-154.7126598085676","-154.7126598085676"
"12309","-154.71268512180873","-154.71268512180873","-154.71268512180873"
"12311","-154.71268644851835","-154.71268644851835","-154.71268644851835"
"12313","-154.7126896472832","-154.7126896472832","-154.7126896472832"
"12314","-154.7126930774481","-154.7126930774481","-154.7126930774481"
"12315","-154.7126872924478","-154.7126872924478","-154.7126872924478"
"12316","-154.712689660895","-154.712689660895","-154.712689660895"
"12317","-154.7126881908243","-154.7126881908243","-154.7126881908243"
"12318","-154.71269886244843","-154.71269886244843","-154.71269886244843"
"12319","-154.7126939894364","-154.7126939894364","-154.7126939894364"
"12322","-154.7127203575855","-154.7127203575855","-154.7127203575855"
"12323","-154.71271223860415","-154.71271223860415","-154.71271223860415"
"12325","-154.71270163088982","-154.71270163088982","-154.71270163088982"
"12326","-154.7126920295484","-154.7126920295484","-154.7126920295484"
"12327","-154.71269298152276","-154.71269298152276","-154.71269298152276"
"12329","-154.71269377030154","-154.71269377030154","-154.71269377030154"
"12330","-154.7126974511762","-154.7126974511762","-154.7126974511762"
"12331","-154.7127052504148","-154.7127052504148","-154.7127052504148"
"12332","-154.71272739807836","-154.71272739807836","-154.71272739807836"
