"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"1903","-154.61671390533448","-154.61671390533448","-154.61671390533448"
"1904","-154.61682567596435","-154.61682567596435","-154.61682567596435"
"1909","-154.6187686920166","-154.6187686920166","-154.6187686920166"
"1910","-154.61906094021268","-154.61906094021268","-154.61906094021268"
"1912","-154.62185424051168","-154.62185424051168","-154.62185424051168"
"1913","-154.62240016607592","-154.62240016607592","-154.62240016607592"
"1915","-154.62376196590472","-154.62376196590472","-154.62376196590472"
"1920","-154.62436359684642","-154.62436359684642","-154.62436359684642"
"1926","-154.6266613471799","-154.6266613471799","-154.6266613471799"
"1927","-154.62707928913395","-154.62707928913395","-154.62707928913395"
"1930","-154.6282054487481","-154.6282054487481","-154.6282054487481"
"1931","-154.62802546857353","-154.62802546857353","-154.62802546857353"
"1932","-154.62839020878437","-154.62839020878437","-154.62839020878437"
"1934","-154.62854757653662","-154.62854757653662","-154.62854757653662"
"1936","-154.62893639989647","-154.62893639989647","-154.62893639989647"
"1938","-154.62908494328877","-154.62908494328877","-154.62908494328877"
"1939","-154.6291086587561","-154.6291086587561","-154.6291086587561"
"1940","-154.62911097208658","-154.62911097208658","-154.62911097208658"
"1941","-154.6295874459403","-154.6295874459403","-154.6295874459403"
"1946","-154.62928263346353","-154.62928263346353","-154.62928263346353"
"1949","-154.62888100033715","-154.62888100033715","-154.62888100033715"
"1950","-154.6289940329159","-154.6289940329159","-154.6289940329159"
"1951","-154.62911430807674","-154.62911430807674","-154.62911430807674"
"1954","-154.63005801930146","-154.63005801930146","-154.63005801930146"
"1958","-154.63104894301472","-154.63104894301472","-154.63104894301472"
"1959","-154.63134639964383","-154.63134639964383","-154.63134639964383"
"1961","-154.63191010231196","-154.63191010231196","-154.63191010231196"
"1962","-154.63236520456712","-154.63236520456712","-154.63236520456712"
"1964","-154.63286235720614","-154.63286235720614","-154.63286235720614"
"1965","-154.63288151940634","-154.63288151940634","-154.63288151940634"
"1966","-154.63280398346657","-154.63280398346657","-154.63280398346657"
"1970","-154.63243611653647","-154.63243611653647","-154.63243611653647"
"1971","-154.63235771793057","-154.63235771793057","-154.63235771793057"
"1973","-154.63257730418238","-154.63257730418238","-154.63257730418238"
"1975","-154.6333070952317","-154.6333070952317","-154.6333070952317"
"1977","-154.63414966100933","-154.63414966100933","-154.63414966100933"
"1978","-154.63435433924883","-154.63435433924883","-154.63435433924883"
"1979","-154.6343985371206","-154.6343985371206","-154.6343985371206"
"1981","-154.63488908247515","-154.63488908247515","-154.63488908247515"
"1982","-154.63499693437055","-154.63499693437055","-154.63499693437055"
"1984","-154.63587500832298","-154.63587500832298","-154.63587500832298"
"1985","-154.63581744107333","-154.63581744107333","-154.63581744107333"
"1987","-154.6369159004905","-154.6369159004905","-154.6369159004905"
"1988","-154.63715796037152","-154.63715796037152","-154.63715796037152"
"1989","-154.63723321394488","-154.63723321394488","-154.63723321394488"
"1990","-154.63724972156996","-154.63724972156996","-154.63724972156996"
"1991","-154.6374624873815","-154.6374624873815","-154.6374624873815"
"1992","-154.6375146072902","-154.6375146072902","-154.6375146072902"
"1994","-154.63819508070355","-154.63819508070355","-154.63819508070355"
"1995","-154.63799620210455","-154.63799620210455","-154.63799620210455"
"1996","-154.63841624742145","-154.63841624742145","-154.63841624742145"
"1997","-154.63864735806925","-154.63864735806925","-154.63864735806925"
"1998","-154.63912998156601","-154.63912998156601","-154.63912998156601"
"1999","-154.63919701736964","-154.63919701736964","-154.63919701736964"
"2005","-154.63826938205295","-154.63826938205295","-154.63826938205295"
"2006","-154.63863271077474","-154.63863271077474","-154.63863271077474"
"2007","-154.63909505208332","-154.63909505208332","-154.63909505208332"
"2013","-154.64139397589716","-154.64139397589716","-154.64139397589716"
"2014","-154.64140001234117","-154.64140001234117","-154.64140001234117"
"2015","-154.6416790301983","-154.6416790301983","-154.6416790301983"
"2017","-154.64186213566705","-154.64186213566705","-154.64186213566705"
"2018","-154.64207575871393","-154.64207575871393","-154.64207575871393"
"2023","-154.64304534248683","-154.64304534248683","-154.64304534248683"
"2024","-154.64326460465142","-154.64326460465142","-154.64326460465142"
"2027","-154.64414596557617","-154.64414596557617","-154.64414596557617"
"2028","-154.64409969163978","-154.64409969163978","-154.64409969163978"
"2030","-154.64459359774025","-154.64459359774025","-154.64459359774025"
"2032","-154.64527564920405","-154.64527564920405","-154.64527564920405"
"2033","-154.6457772203671","-154.6457772203671","-154.6457772203671"
"2034","-154.64566647109166","-154.64566647109166","-154.64566647109166"
"2036","-154.6466077578965","-154.6466077578965","-154.6466077578965"
"2040","-154.64826007599527","-154.64826007599527","-154.64826007599527"
"2041","-154.64878130973653","-154.64878130973653","-154.64878130973653"
"2042","-154.64949928446018","-154.64949928446018","-154.64949928446018"
"2043","-154.65017716428068","-154.65017716428068","-154.65017716428068"
"2044","-154.65059109951588","-154.65059109951588","-154.65059109951588"
"2045","-154.6507948205826","-154.6507948205826","-154.6507948205826"
"2046","-154.65116151850273","-154.65116151850273","-154.65116151850273"
"2047","-154.65185303383686","-154.65185303383686","-154.65185303383686"
"2049","-154.6524650086748","-154.6524650086748","-154.6524650086748"
"2051","-154.65278705797698","-154.65278705797698","-154.65278705797698"
"2052","-154.6530920731394","-154.6530920731394","-154.6530920731394"
"2054","-154.6538893850226","-154.6538893850226","-154.6538893850226"
"2056","-154.65428932591487","-154.65428932591487","-154.65428932591487"
"2057","-154.6545689633018","-154.6545689633018","-154.6545689633018"
"2058","-154.65495862458883","-154.65495862458883","-154.65495862458883"
"2062","-154.65658950805664","-154.65658950805664","-154.65658950805664"
"2063","-154.6567096710205","-154.6567096710205","-154.6567096710205"
"2064","-154.65666325887045","-154.65666325887045","-154.65666325887045"
"2067","-154.65727472305298","-154.65727472305298","-154.65727472305298"
"2068","-154.65769720077515","-154.65769720077515","-154.65769720077515"
"2069","-154.6576878229777","-154.6576878229777","-154.6576878229777"
"2071","-154.6578023064997","-154.6578023064997","-154.6578023064997"
"2073","-154.65757704272713","-154.65757704272713","-154.65757704272713"
"2074","-154.65766261779157","-154.65766261779157","-154.65766261779157"
"2075","-154.65786113935647","-154.65786113935647","-154.65786113935647"
"2077","-154.65836593785238","-154.65836593785238","-154.65836593785238"
"2078","-154.65859214546754","-154.65859214546754","-154.65859214546754"
"2080","-154.6588134765625","-154.6588134765625","-154.6588134765625"
"2083","-154.6587525971082","-154.6587525971082","-154.6587525971082"
"2084","-154.65846999810665","-154.65846999810665","-154.65846999810665"
"2086","-154.65884991081393","-154.65884991081393","-154.65884991081393"
"2092","-154.660003353851","-154.660003353851","-154.660003353851"
"2093","-154.66006022751932","-154.66006022751932","-154.66006022751932"
"2094","-154.6600876625138","-154.6600876625138","-154.6600876625138"
"2095","-154.65971251208373","-154.65971251208373","-154.65971251208373"
"2096","-154.65988297895953","-154.65988297895953","-154.65988297895953"
"2097","-154.66001506766887","-154.66001506766887","-154.66001506766887"
"2099","-154.66060337875828","-154.66060337875828","-154.66060337875828"
"2100","-154.66063430786133","-154.66063430786133","-154.66063430786133"
"2102","-154.66060760498047","-154.66060760498047","-154.66060760498047"
"2104","-154.66070922851563","-154.66070922851563","-154.66070922851563"
"2107","-154.66076690673827","-154.66076690673827","-154.66076690673827"
"2108","-154.66062561035156","-154.66062561035156","-154.66062561035156"
"2109","-154.6608366394043","-154.6608366394043","-154.6608366394043"
"2110","-154.66092085130143","-154.66092085130143","-154.66092085130143"
"2112","-154.66067595529086","-154.66067595529086","-154.66067595529086"
"2114","-154.66102494343673","-154.66102494343673","-154.66102494343673"
"2116","-154.66055992806312","-154.66055992806312","-154.66055992806312"
"2117","-154.66092855623452","-154.66092855623452","-154.66092855623452"
"2118","-154.66095423934485","-154.66095423934485","-154.66095423934485"
"2121","-154.66098291733687","-154.66098291733687","-154.66098291733687"
"2122","-154.66087311389398","-154.66087311389398","-154.66087311389398"
"2123","-154.66081566904106","-154.66081566904106","-154.66081566904106"
"2124","-154.66115839341109","-154.66115839341109","-154.66115839341109"
"2125","-154.66118771422143","-154.66118771422143","-154.66118771422143"
"2126","-154.66124740301393","-154.66124740301393","-154.66124740301393"
"2127","-154.66131277645334","-154.66131277645334","-154.66131277645334"
"2128","-154.6614050771676","-154.6614050771676","-154.6614050771676"
"2130","-154.66163575996472","-154.66163575996472","-154.66163575996472"
"2131","-154.66226981450052","-154.66226981450052","-154.66226981450052"
"2132","-154.6624561791281","-154.6624561791281","-154.6624561791281"
"2133","-154.66289172126253","-154.66289172126253","-154.66289172126253"
"2138","-154.66399198365443","-154.66399198365443","-154.66399198365443"
"2139","-154.66395968835332","-154.66395968835332","-154.66395968835332"
"2140","-154.66410945012018","-154.66410945012018","-154.66410945012018"
"2141","-154.66430854797363","-154.66430854797363","-154.66430854797363"
"2143","-154.6644551203801","-154.6644551203801","-154.6644551203801"
"2144","-154.66455782376804","-154.66455782376804","-154.66455782376804"
"2145","-154.66462590144232","-154.66462590144232","-154.66462590144232"
"2148","-154.66461739173303","-154.66461739173303","-154.66461739173303"
"2149","-154.66477291400616","-154.66477291400616","-154.66477291400616"
"2150","-154.66483328683034","-154.66483328683034","-154.66483328683034"
"2151","-154.66473214285713","-154.66473214285713","-154.66473214285713"
"2152","-154.66438860212054","-154.66438860212054","-154.66438860212054"
"2153","-154.6646525065104","-154.6646525065104","-154.6646525065104"
"2154","-154.66498209635418","-154.66498209635418","-154.66498209635418"
"2156","-154.66510663713728","-154.66510663713728","-154.66510663713728"
"2158","-154.66521882556734","-154.66521882556734","-154.66521882556734"
"2159","-154.66539771670386","-154.66539771670386","-154.66539771670386"
"2162","-154.6658528165997","-154.6658528165997","-154.6658528165997"
"2163","-154.66587700034088","-154.66587700034088","-154.66587700034088"
"2164","-154.6659325653652","-154.6659325653652","-154.6659325653652"
"2165","-154.66592997425008","-154.66592997425008","-154.66592997425008"
"2166","-154.6661473400188","-154.6661473400188","-154.6661473400188"
"2167","-154.66589974457364","-154.66589974457364","-154.66589974457364"
"2168","-154.6660828500424","-154.6660828500424","-154.6660828500424"
"2170","-154.6667885468385","-154.6667885468385","-154.6667885468385"
"2172","-154.66803819888105","-154.66803819888105","-154.66803819888105"
"2173","-154.66823385363426","-154.66823385363426","-154.66823385363426"
"2174","-154.66845360871787","-154.66845360871787","-154.66845360871787"
"2175","-154.66904998494087","-154.66904998494087","-154.66904998494087"
"2176","-154.66946781907126","-154.66946781907126","-154.66946781907126"
"2179","-154.66958917635623","-154.66958917635623","-154.66958917635623"
"2180","-154.6695967780219","-154.6695967780219","-154.6695967780219"
"2183","-154.66996680365668","-154.66996680365668","-154.66996680365668"
"2185","-154.67026067663122","-154.67026067663122","-154.67026067663122"
"2186","-154.67027282714844","-154.67027282714844","-154.67027282714844"
"2189","-154.67071773387767","-154.67071773387767","-154.67071773387767"
"2198","-154.67137006007204","-154.67137006007204","-154.67137006007204"
"2200","-154.6716885653409","-154.6716885653409","-154.6716885653409"
"2202","-154.67193548029118","-154.67193548029118","-154.67193548029118"
"2203","-154.67230058149858","-154.67230058149858","-154.67230058149858"
"2205","-154.67316852916372","-154.67316852916372","-154.67316852916372"
"2211","-154.67395473170924","-154.67395473170924","-154.67395473170924"
"2214","-154.67445648468293","-154.67445648468293","-154.67445648468293"
"2217","-154.67524732984938","-154.67524732984938","-154.67524732984938"
"2218","-154.6756652282165","-154.6756652282165","-154.6756652282165"
"2221","-154.675833429609","-154.675833429609","-154.675833429609"
"2222","-154.67588084084647","-154.67588084084647","-154.67588084084647"
"2223","-154.67570808955603","-154.67570808955603","-154.67570808955603"
"2225","-154.67601599012102","-154.67601599012102","-154.67601599012102"
"2226","-154.6761474609375","-154.6761474609375","-154.6761474609375"
"2229","-154.67730862753731","-154.67730862753731","-154.67730862753731"
"2230","-154.67742960431934","-154.67742960431934","-154.67742960431934"
"2232","-154.6776876533981","-154.6776876533981","-154.6776876533981"
"2233","-154.6780654772193","-154.6780654772193","-154.6780654772193"
"2235","-154.67831285864906","-154.67831285864906","-154.67831285864906"
"2239","-154.6789349581288","-154.6789349581288","-154.6789349581288"
"2242","-154.6794997098153","-154.6794997098153","-154.6794997098153"
"2243","-154.6795764053077","-154.6795764053077","-154.6795764053077"
"2244","-154.67977343107523","-154.67977343107523","-154.67977343107523"
"2246","-154.67989456444457","-154.67989456444457","-154.67989456444457"
"2247","-154.67981947514048","-154.67981947514048","-154.67981947514048"
"2248","-154.67974866900528","-154.67974866900528","-154.67974866900528"
"2251","-154.6798250944718","-154.6798250944718","-154.6798250944718"
"2253","-154.67974495265796","-154.67974495265796","-154.67974495265796"
"2255","-154.68010333517324","-154.68010333517324","-154.68010333517324"
"2256","-154.68010598887568","-154.68010598887568","-154.68010598887568"
