"opt/step","C4H4-new-1-3.0-1-104613 - _step","C4H4-new-1-3.0-1-104613 - _step__MIN","C4H4-new-1-3.0-1-104613 - _step__MAX","C4H4-new-1-3.0-1-104613 - opt/E_smooth","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MIN","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MAX","C4H4-new-1-9.0-3-104613 - _step","C4H4-new-1-9.0-3-104613 - _step__MIN","C4H4-new-1-9.0-3-104613 - _step__MAX","C4H4-new-1-9.0-3-104613 - opt/E_smooth","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MIN","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MAX","C4H4-new-1-6.0-2-104613 - _step","C4H4-new-1-6.0-2-104613 - _step__MIN","C4H4-new-1-6.0-2-104613 - _step__MAX","C4H4-new-1-6.0-2-104613 - opt/E_smooth","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MIN","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MAX"
"10113","11613","11613","11613","-154.6937496739962","-154.6937496739962","-154.6937496739962","","","","","","","","","","","",""
"10114","11614","11614","11614","-154.69377333945738","-154.69377333945738","-154.69377333945738","","","","","","","","","","","",""
"10115","11615","11615","11615","-154.69380421926195","-154.69380421926195","-154.69380421926195","","","","","","","","","","","",""
"10116","11616","11616","11616","-154.6938152067975","-154.6938152067975","-154.6938152067975","","","","","","","","","","","",""
"10117","11617","11617","11617","-154.69384912024856","-154.69384912024856","-154.69384912024856","","","","","","","","","","","",""
"10118","11618","11618","11618","-154.69389470040974","-154.69389470040974","-154.69389470040974","","","","","","","","","","","",""
"10119","11619","11619","11619","-154.6939389675001","-154.6939389675001","-154.6939389675001","","","","","","","","","","","",""
"10120","11620","11620","11620","-154.69394816523013","-154.69394816523013","-154.69394816523013","","","","","","","","","","","",""
"10121","11621","11621","11621","-154.69395817692572","-154.69395817692572","-154.69395817692572","","","","","","","","","","","",""
"10122","11622","11622","11622","-154.69395994103473","-154.69395994103473","-154.69395994103473","","","","","","","","","","","",""
"10123","11623","11623","11623","-154.69395700085303","-154.69395700085303","-154.69395700085303","","","","","","","","","","","",""
"10124","11624","11624","11624","-154.69394760734951","-154.69394760734951","-154.69394760734951","","","","","","","","","","","",""
"10125","11625","11625","11625","-154.69394014381137","-154.69394014381137","-154.69394014381137","","","","","","","","","","","",""
"10126","11626","11626","11626","-154.6939282926175","-154.6939282926175","-154.6939282926175","","","","","","","","","","","",""
"10127","11627","11627","11627","-154.69392177898422","-154.69392177898422","-154.69392177898422","","","","","","","","","","","",""
"10128","11628","11628","11628","-154.69394332523873","-154.69394332523873","-154.69394332523873","","","","","","","","","","","",""
"10129","11629","11629","11629","-154.69393494195145","-154.69393494195145","-154.69393494195145","","","","","","","","","","","",""
"10130","11630","11630","11630","-154.6939115684336","-154.6939115684336","-154.6939115684336","","","","","","","","","","","",""
"10131","11631","11631","11631","-154.69390579931593","-154.69390579931593","-154.69390579931593","","","","","","","","","","","",""
"10132","11632","11632","11632","-154.69390557337138","-154.69390557337138","-154.69390557337138","","","","","","","","","","","",""
"10133","11633","11633","11633","-154.69390039170955","-154.69390039170955","-154.69390039170955","","","","","","","","","","","",""
"10134","11634","11634","11634","-154.6938674339302","-154.6938674339302","-154.6938674339302","","","","","","","","","","","",""
"10135","11635","11635","11635","-154.69387523654888","-154.69387523654888","-154.69387523654888","","","","","","","","","","","",""
"10136","11636","11636","11636","-154.69386744899316","-154.69386744899316","-154.69386744899316","","","","","","","","","","","",""
"10137","11637","11637","11637","-154.69385636264693","-154.69385636264693","-154.69385636264693","","","","","","","","","","","",""
"10138","11638","11638","11638","-154.69386381881728","-154.69386381881728","-154.69386381881728","","","","","","","","","","","",""
"10139","11639","11639","11639","-154.6938854341799","-154.6938854341799","-154.6938854341799","","","","","","","","","","","",""
"10140","11640","11640","11640","-154.69388657067654","-154.69388657067654","-154.69388657067654","","","","","","","","","","","",""
"10141","11641","11641","11641","-154.69387889613768","-154.69387889613768","-154.69387889613768","","","","","","","","","","","",""
"10142","11642","11642","11642","-154.69387603699573","-154.69387603699573","-154.69387603699573","","","","","","","","","","","",""
"10143","11643","11643","11643","-154.69385976998294","-154.69385976998294","-154.69385976998294","","","","","","","","","","","",""
"10144","11644","11644","11644","-154.69388502072064","-154.69388502072064","-154.69388502072064","","","","","","","","","","","",""
"10145","11645","11645","11645","-154.69387939272548","-154.69387939272548","-154.69387939272548","","","","","","","","","","","",""
"10146","11646","11646","11646","-154.69385636910886","-154.69385636910886","-154.69385636910886","","","","","","","","","","","",""
"10147","11647","11647","11647","-154.6938573923807","-154.6938573923807","-154.6938573923807","","","","","","","","","","","",""
"10148","11648","11648","11648","-154.6938325629902","-154.6938325629902","-154.6938325629902","","","","","","","","","","","",""
"10149","11649","11649","11649","-154.69382577629014","-154.69382577629014","-154.69382577629014","","","","","","","","","","","",""
"10150","11650","11650","11650","-154.69384215406598","-154.69384215406598","-154.69384215406598","","","","","","","","","","","",""
"10151","11651","11651","11651","-154.69388707353565","-154.69388707353565","-154.69388707353565","","","","","","","","","","","",""
"10152","11652","11652","11652","-154.69389071159176","-154.69389071159176","-154.69389071159176","","","","","","","","","","","",""
"10153","11653","11653","11653","-154.69389468038023","-154.69389468038023","-154.69389468038023","","","","","","","","","","","",""
"10154","11654","11654","11654","-154.69390309902246","-154.69390309902246","-154.69390309902246","","","","","","","","","","","",""
"10155","11655","11655","11655","-154.6939009943619","-154.6939009943619","-154.6939009943619","","","","","","","","","","","",""
"10156","11656","11656","11656","-154.6938877199671","-154.6938877199671","-154.6938877199671","","","","","","","","","","","",""
"10157","11657","11657","11657","-154.69389731120594","-154.69389731120594","-154.69389731120594","","","","","","","","","","","",""
"10158","11658","11658","11658","-154.69389433461458","-154.69389433461458","-154.69389433461458","","","","","","","","","","","",""
"10159","11659","11659","11659","-154.6938902004599","-154.6938902004599","-154.6938902004599","","","","","","","","","","","",""
"10160","11660","11660","11660","-154.69388674938773","-154.69388674938773","-154.69388674938773","","","","","","","","","","","",""
"10161","11661","11661","11661","-154.69387511005553","-154.69387511005553","-154.69387511005553","","","","","","","","","","","",""
"10162","11662","11662","11662","-154.69387937530757","-154.69387937530757","-154.69387937530757","","","","","","","","","","","",""
"10163","11663","11663","11663","-154.6938901435672","-154.6938901435672","-154.6938901435672","","","","","","","","","","","",""
"10164","11664","11664","11664","-154.69389971034732","-154.69389971034732","-154.69389971034732","","","","","","","","","","","",""
"10165","11665","11665","11665","-154.69389640627884","-154.69389640627884","-154.69389640627884","","","","","","","","","","","",""
"10166","11666","11666","11666","-154.69391131964255","-154.69391131964255","-154.69391131964255","","","","","","","","","","","",""
"10167","11667","11667","11667","-154.6939129716768","-154.6939129716768","-154.6939129716768","","","","","","","","","","","",""
"10168","11668","11668","11668","-154.69393402760423","-154.69393402760423","-154.69393402760423","","","","","","","","","","","",""
"10169","11669","11669","11669","-154.69394628269467","-154.69394628269467","-154.69394628269467","","","","","","","","","","","",""
"10170","11670","11670","11670","-154.69396030422274","-154.69396030422274","-154.69396030422274","","","","","","","","","","","",""
"10171","11671","11671","11671","-154.69397299737471","-154.69397299737471","-154.69397299737471","","","","","","","","","","","",""
"10172","11672","11672","11672","-154.69398360500878","-154.69398360500878","-154.69398360500878","","","","","","","","","","","",""
"10173","11673","11673","11673","-154.69397484283297","-154.69397484283297","-154.69397484283297","","","","","","","","","","","",""
"10174","11674","11674","11674","-154.69394909643964","-154.69394909643964","-154.69394909643964","","","","","","","","","","","",""
"10175","11675","11675","11675","-154.69395874383528","-154.69395874383528","-154.69395874383528","","","","","","","","","","","",""
"10176","11676","11676","11676","-154.69395704841426","-154.69395704841426","-154.69395704841426","","","","","","","","","","","",""
"10177","11677","11677","11677","-154.69394591564978","-154.69394591564978","-154.69394591564978","","","","","","","","","","","",""
"10178","11678","11678","11678","-154.6939616695618","-154.6939616695618","-154.6939616695618","","","","","","","","","","","",""
"10179","11679","11679","11679","-154.69398498535156","-154.69398498535156","-154.69398498535156","","","","","","","","","","","",""
"10180","11680","11680","11680","-154.69399264472406","-154.69399264472406","-154.69399264472406","","","","","","","","","","","",""
"10181","11681","11681","11681","-154.6940105415749","-154.6940105415749","-154.6940105415749","","","","","","","","","","","",""
"10182","11682","11682","11682","-154.69404009985783","-154.69404009985783","-154.69404009985783","","","","","","","","","","","",""
"10183","11683","11683","11683","-154.69404783417528","-154.69404783417528","-154.69404783417528","","","","","","","","","","","",""
"10184","11684","11684","11684","-154.69405786180778","-154.69405786180778","-154.69405786180778","","","","","","","","","","","",""
"10185","11685","11685","11685","-154.69407388503518","-154.69407388503518","-154.69407388503518","","","","","","","","","","","",""
"10186","11686","11686","11686","-154.69408063007947","-154.69408063007947","-154.69408063007947","","","","","","","","","","","",""
"10187","11687","11687","11687","-154.69412002113808","-154.69412002113808","-154.69412002113808","","","","","","","","","","","",""
"10188","11688","11688","11688","-154.69416375900298","-154.69416375900298","-154.69416375900298","","","","","","","","","","","",""
"10189","11689","11689","11689","-154.69420425924665","-154.69420425924665","-154.69420425924665","","","","","","","","","","","",""
"10190","11690","11690","11690","-154.694219392696","-154.694219392696","-154.694219392696","","","","","","","","","","","",""
"10191","11691","11691","11691","-154.69422132437785","-154.69422132437785","-154.69422132437785","","","","","","","","","","","",""
"10192","11692","11692","11692","-154.69422662527217","-154.69422662527217","-154.69422662527217","","","","","","","","","","","",""
"10193","11693","11693","11693","-154.69422834731412","-154.69422834731412","-154.69422834731412","","","","","","","","","","","",""
"10194","11694","11694","11694","-154.694218045011","-154.694218045011","-154.694218045011","","","","","","","","","","","",""
"10195","11695","11695","11695","-154.69420703891683","-154.69420703891683","-154.69420703891683","","","","","","","","","","","",""
"10196","11696","11696","11696","-154.69417903701736","-154.69417903701736","-154.69417903701736","","","","","","","","","","","",""
"10197","11697","11697","11697","-154.69421895844195","-154.69421895844195","-154.69421895844195","","","","","","","","","","","",""
"10198","11698","11698","11698","-154.69423602911863","-154.69423602911863","-154.69423602911863","","","","","","","","","","","",""
"10199","11699","11699","11699","-154.69424737962117","-154.69424737962117","-154.69424737962117","","","","","","","","","","","",""
"10200","11700","11700","11700","-154.69427273320215","-154.69427273320215","-154.69427273320215","","","","","","","","","","","",""
"10201","11701","11701","11701","-154.69427108764648","-154.69427108764648","-154.69427108764648","","","","","","","","","","","",""
"10202","11702","11702","11702","-154.6942751267377","-154.6942751267377","-154.6942751267377","","","","","","","","","","","",""
"10203","11703","11703","11703","-154.69427131204043","-154.69427131204043","-154.69427131204043","","","","","","","","","","","",""
"10204","11704","11704","11704","-154.6942549312816","-154.6942549312816","-154.6942549312816","","","","","","","","","","","",""
"10205","11705","11705","11705","-154.69423801197726","-154.69423801197726","-154.69423801197726","","","","","","","","","","","",""
"10206","11706","11706","11706","-154.6942361719468","-154.6942361719468","-154.6942361719468","","","","","","","","","","","",""
"10207","11707","11707","11707","-154.69422498216815","-154.69422498216815","-154.69422498216815","","","","","","","","","","","",""
"10208","11708","11708","11708","-154.69422608917836","-154.69422608917836","-154.69422608917836","","","","","","","","","","","",""
"10209","11709","11709","11709","-154.6942118177227","-154.6942118177227","-154.6942118177227","","","","","","","","","","","",""
"10210","11710","11710","11710","-154.69420192617628","-154.69420192617628","-154.69420192617628","","","","","","","","","","","",""
"10211","11711","11711","11711","-154.69419956487494","-154.69419956487494","-154.69419956487494","","","","","","","","","","","",""
"10212","11712","11712","11712","-154.69414047256157","-154.69414047256157","-154.69414047256157","","","","","","","","","","","",""
"10213","11713","11713","11713","-154.69411871272132","-154.69411871272132","-154.69411871272132","","","","","","","","","","","",""
"10214","11714","11714","11714","-154.69412070039905","-154.69412070039905","-154.69412070039905","","","","","","","","","","","",""
"10215","11715","11715","11715","-154.69412252368235","-154.69412252368235","-154.69412252368235","","","","","","","","","","","",""
"10216","11716","11716","11716","-154.69411564900756","-154.69411564900756","-154.69411564900756","","","","","","","","","","","",""
"10217","11717","11717","11717","-154.69412004282145","-154.69412004282145","-154.69412004282145","","","","","","","","","","","",""
"10218","11718","11718","11718","-154.6940939489471","-154.6940939489471","-154.6940939489471","","","","","","","","","","","",""
"10219","11719","11719","11719","-154.69410488864702","-154.69410488864702","-154.69410488864702","","","","","","","","","","","",""
"10220","11720","11720","11720","-154.6940999488308","-154.6940999488308","-154.6940999488308","","","","","","","","","","","",""
"10221","11721","11721","11721","-154.69409370795623","-154.69409370795623","-154.69409370795623","","","","","","","","","","","",""
"10222","11722","11722","11722","-154.69410589109896","-154.69410589109896","-154.69410589109896","","","","","","","","","","","",""
"10223","11723","11723","11723","-154.69412800290579","-154.69412800290579","-154.69412800290579","","","","","","","","","","","",""
"10224","11724","11724","11724","-154.69415233933063","-154.69415233933063","-154.69415233933063","","","","","","","","","","","",""
"10225","11725","11725","11725","-154.69418802280015","-154.69418802280015","-154.69418802280015","","","","","","","","","","","",""
"10226","11726","11726","11726","-154.69423911436198","-154.69423911436198","-154.69423911436198","","","","","","","","","","","",""
"10227","11727","11727","11727","-154.6942483860919","-154.6942483860919","-154.6942483860919","","","","","","","","","","","",""
"10228","11728","11728","11728","-154.69424377262243","-154.69424377262243","-154.69424377262243","","","","","","","","","","","",""
"10229","11729","11729","11729","-154.69423694946528","-154.69423694946528","-154.69423694946528","","","","","","","","","","","",""
"10230","11730","11730","11730","-154.6942346000485","-154.6942346000485","-154.6942346000485","","","","","","","","","","","",""
"10231","11731","11731","11731","-154.6942616124307","-154.6942616124307","-154.6942616124307","","","","","","","","","","","",""
"10232","11732","11732","11732","-154.69426419285153","-154.69426419285153","-154.69426419285153","","","","","","","","","","","",""
"10233","11733","11733","11733","-154.69429169745274","-154.69429169745274","-154.69429169745274","","","","","","","","","","","",""
"10234","11734","11734","11734","-154.69430002042859","-154.69430002042859","-154.69430002042859","","","","","","","","","","","",""
"10235","11735","11735","11735","-154.69429389006464","-154.69429389006464","-154.69429389006464","","","","","","","","","","","",""
"10236","11736","11736","11736","-154.6942934276771","-154.6942934276771","-154.6942934276771","","","","","","","","","","","",""
"10237","11737","11737","11737","-154.69427697562986","-154.69427697562986","-154.69427697562986","","","","","","","","","","","",""
"10238","11738","11738","11738","-154.69428249444897","-154.69428249444897","-154.69428249444897","","","","","","","","","","","",""
"10239","11739","11739","11739","-154.69428449315643","-154.69428449315643","-154.69428449315643","","","","","","","","","","","",""
"10240","11740","11740","11740","-154.69430036842823","-154.69430036842823","-154.69430036842823","","","","","","","","","","","",""
"10241","11741","11741","11741","-154.69428764283657","-154.69428764283657","-154.69428764283657","","","","","","","","","","","",""
"10242","11742","11742","11742","-154.69429937005043","-154.69429937005043","-154.69429937005043","","","","","","","","","","","",""
"10243","11743","11743","11743","-154.6943314820528","-154.6943314820528","-154.6943314820528","","","","","","","","","","","",""
"10244","11744","11744","11744","-154.694351375103","-154.694351375103","-154.694351375103","","","","","","","","","","","",""
"10245","11745","11745","11745","-154.6943615525961","-154.6943615525961","-154.6943615525961","","","","","","","","","","","",""
"10246","11746","11746","11746","-154.69438333809376","-154.69438333809376","-154.69438333809376","","","","","","","","","","","",""
"10247","11747","11747","11747","-154.6944282054901","-154.6944282054901","-154.6944282054901","","","","","","","","","","","",""
"10248","11748","11748","11748","-154.69446632266045","-154.69446632266045","-154.69446632266045","","","","","","","","","","","",""
"10249","11749","11749","11749","-154.69449722766876","-154.69449722766876","-154.69449722766876","","","","","","","","","","","",""
"10250","11750","11750","11750","-154.69452618854802","-154.69452618854802","-154.69452618854802","","","","","","","","","","","",""
"10251","11751","11751","11751","-154.6945517488805","-154.6945517488805","-154.6945517488805","","","","","","","","","","","",""
"10252","11752","11752","11752","-154.69456088926734","-154.69456088926734","-154.69456088926734","","","","","","","","","","","",""
"10253","11753","11753","11753","-154.69458726836413","-154.69458726836413","-154.69458726836413","","","","","","","","","","","",""
"10254","11754","11754","11754","-154.69460888374144","-154.69460888374144","-154.69460888374144","","","","","","","","","","","",""
"10255","11755","11755","11755","-154.6946147044112","-154.6946147044112","-154.6946147044112","","","","","","","","","","","",""
"10256","11756","11756","11756","-154.69459946050875","-154.69459946050875","-154.69459946050875","","","","","","","","","","","",""
"10257","11757","11757","11757","-154.694604551734","-154.694604551734","-154.694604551734","","","","","","","","","","","",""
"10258","11758","11758","11758","-154.69461592511433","-154.69461592511433","-154.69461592511433","","","","","","","","","","","",""
"10259","11759","11759","11759","-154.6946231451267","-154.6946231451267","-154.6946231451267","","","","","","","","","","","",""
"10260","11760","11760","11760","-154.6946344059578","-154.6946344059578","-154.6946344059578","","","","","","","","","","","",""
"10261","11761","11761","11761","-154.69461779380634","-154.69461779380634","-154.69461779380634","","","","","","","","","","","",""
"10262","11762","11762","11762","-154.6945819966277","-154.6945819966277","-154.6945819966277","","","","","","","","","","","",""
"10263","11763","11763","11763","-154.69455207393415","-154.69455207393415","-154.69455207393415","","","","","","","","","","","",""
"10264","11764","11764","11764","-154.69451136895788","-154.69451136895788","-154.69451136895788","","","","","","","","","","","",""
"10265","11765","11765","11765","-154.6945237425568","-154.6945237425568","-154.6945237425568","","","","","","","","","","","",""
"10266","11766","11766","11766","-154.69452380204527","-154.69452380204527","-154.69452380204527","","","","","","","","","","","",""
"10267","11767","11767","11767","-154.69449108339424","-154.69449108339424","-154.69449108339424","","","","","","","","","","","",""
"10268","11768","11768","11768","-154.69447048551623","-154.69447048551623","-154.69447048551623","","","","","","","","","","","",""
"10269","11769","11769","11769","-154.6944891202752","-154.6944891202752","-154.6944891202752","","","","","","","","","","","",""
"10270","11770","11770","11770","-154.69449601363763","-154.69449601363763","-154.69449601363763","","","","","","","","","","","",""
"10271","11771","11771","11771","-154.69448313206985","-154.69448313206985","-154.69448313206985","","","","","","","","","","","",""
"10272","11772","11772","11772","-154.69446536234082","-154.69446536234082","-154.69446536234082","","","","","","","","","","","",""
"10273","11773","11773","11773","-154.69446828929452","-154.69446828929452","-154.69446828929452","","","","","","","","","","","",""
"10274","11774","11774","11774","-154.69445092072158","-154.69445092072158","-154.69445092072158","","","","","","","","","","","",""
"10275","11775","11775","11775","-154.6944268216409","-154.6944268216409","-154.6944268216409","","","","","","","","","","","",""
"10276","11776","11776","11776","-154.69442075972663","-154.69442075972663","-154.69442075972663","","","","","","","","","","","",""
"10277","11777","11777","11777","-154.69443882660832","-154.69443882660832","-154.69443882660832","","","","","","","","","","","",""
"10278","11778","11778","11778","-154.69443505276956","-154.69443505276956","-154.69443505276956","","","","","","","","","","","",""
"10279","11779","11779","11779","-154.69442600447107","-154.69442600447107","-154.69442600447107","","","","","","","","","","","",""
"10280","11780","11780","11780","-154.69442941984778","-154.69442941984778","-154.69442941984778","","","","","","","","","","","",""
"10281","11781","11781","11781","-154.69445922495325","-154.69445922495325","-154.69445922495325","","","","","","","","","","","",""
"10282","11782","11782","11782","-154.6944716041654","-154.6944716041654","-154.6944716041654","","","","","","","","","","","",""
"10283","11783","11783","11783","-154.69446471692987","-154.69446471692987","-154.69446471692987","","","","","","","","","","","",""
"10284","11784","11784","11784","-154.69444666762297","-154.69444666762297","-154.69444666762297","","","","","","","","","","","",""
"10285","11785","11785","11785","-154.6944678933704","-154.6944678933704","-154.6944678933704","","","","","","","","","","","",""
"10286","11786","11786","11786","-154.69448235062774","-154.69448235062774","-154.69448235062774","","","","","","","","","","","",""
"10287","11787","11787","11787","-154.69449633290333","-154.69449633290333","-154.69449633290333","","","","","","","","","","","",""
"10288","11788","11788","11788","-154.6945302940992","-154.6945302940992","-154.6945302940992","","","","","","","","","","","",""
"10289","11789","11789","11789","-154.6945617913272","-154.6945617913272","-154.6945617913272","","","","","","","","","","","",""
"10290","11790","11790","11790","-154.69456756265564","-154.69456756265564","-154.69456756265564","","","","","","","","","","","",""
"10291","11791","11791","11791","-154.69458185757563","-154.69458185757563","-154.69458185757563","","","","","","","","","","","",""
"10292","11792","11792","11792","-154.6945985695827","-154.6945985695827","-154.6945985695827","","","","","","","","","","","",""
"10293","11793","11793","11793","-154.6946097801216","-154.6946097801216","-154.6946097801216","","","","","","","","","","","",""
"10294","11794","11794","11794","-154.69462193970082","-154.69462193970082","-154.69462193970082","","","","","","","","","","","",""
"10295","11795","11795","11795","-154.69463107421402","-154.69463107421402","-154.69463107421402","","","","","","","","","","","",""
"10296","11796","11796","11796","-154.69464541362024","-154.69464541362024","-154.69464541362024","","","","","","","","","","","",""
"10297","11797","11797","11797","-154.69463684259975","-154.69463684259975","-154.69463684259975","","","","","","","","","","","",""
"10298","11798","11798","11798","-154.69462385261025","-154.69462385261025","-154.69462385261025","","","","","","","","","","","",""
"10299","11799","11799","11799","-154.69462033819528","-154.69462033819528","-154.69462033819528","","","","","","","","","","","",""
"10300","11800","11800","11800","-154.69461413633476","-154.69461413633476","-154.69461413633476","","","","","","","","","","","",""
"10301","11801","11801","11801","-154.6946105660744","-154.6946105660744","-154.6946105660744","","","","","","","","","","","",""
"10302","11802","11802","11802","-154.69460336629626","-154.69460336629626","-154.69460336629626","","","","","","","","","","","",""
"10303","11803","11803","11803","-154.69459647761965","-154.69459647761965","-154.69459647761965","","","","","","","","","","","",""
"10304","11804","11804","11804","-154.69457526345855","-154.69457526345855","-154.69457526345855","","","","","","","","","","","",""
"10305","11805","11805","11805","-154.69456748592043","-154.69456748592043","-154.69456748592043","","","","","","","","","","","",""
"10306","11806","11806","11806","-154.69455422706974","-154.69455422706974","-154.69455422706974","","","","","","","","","","","",""
"10307","11807","11807","11807","-154.69455265674776","-154.69455265674776","-154.69455265674776","","","","","","","","","","","",""
"10308","11808","11808","11808","-154.69455778251574","-154.69455778251574","-154.69455778251574","","","","","","","","","","","",""
"10309","11809","11809","11809","-154.69456918957164","-154.69456918957164","-154.69456918957164","","","","","","","","","","","",""
"10310","11810","11810","11810","-154.69456721693422","-154.69456721693422","-154.69456721693422","","","","","","","","","","","",""
"10311","11811","11811","11811","-154.69459104491713","-154.69459104491713","-154.69459104491713","","","","","","","","","","","",""
"10312","11812","11812","11812","-154.6945965653132","-154.6945965653132","-154.6945965653132","","","","","","","","","","","",""
"10313","11813","11813","11813","-154.69460372850804","-154.69460372850804","-154.69460372850804","","","","","","","","","","","",""
"10314","11814","11814","11814","-154.69461721129838","-154.69461721129838","-154.69461721129838","","","","","","","","","","","",""
"10315","11815","11815","11815","-154.69462171049517","-154.69462171049517","-154.69462171049517","","","","","","","","","","","",""
"10316","11816","11816","11816","-154.69462851849028","-154.69462851849028","-154.69462851849028","","","","","","","","","","","",""
"10317","11817","11817","11817","-154.6946425784802","-154.6946425784802","-154.6946425784802","","","","","","","","","","","",""
"10318","11818","11818","11818","-154.69466856726157","-154.69466856726157","-154.69466856726157","","","","","","","","","","","",""
"10319","11819","11819","11819","-154.6946956068422","-154.6946956068422","-154.6946956068422","","","","","","","","","","","",""
"10320","11820","11820","11820","-154.69468952149384","-154.69468952149384","-154.69468952149384","","","","","","","","","","","",""
"10321","11821","11821","11821","-154.6947157660196","-154.6947157660196","-154.6947157660196","","","","","","","","","","","",""
"10322","11822","11822","11822","-154.6947402806245","-154.6947402806245","-154.6947402806245","","","","","","","","","","","",""
"10323","11823","11823","11823","-154.69473701299623","-154.69473701299623","-154.69473701299623","","","","","","","","","","","",""
"10324","11824","11824","11824","-154.69472524362018","-154.69472524362018","-154.69472524362018","","","","","","","","","","","",""
"10325","11825","11825","11825","-154.6947591323261","-154.6947591323261","-154.6947591323261","","","","","","","","","","","",""
"10326","11826","11826","11826","-154.6947606848192","-154.6947606848192","-154.6947606848192","","","","","","","","","","","",""
"10327","11827","11827","11827","-154.69477300126422","-154.69477300126422","-154.69477300126422","","","","","","","","","","","",""
"10328","11828","11828","11828","-154.69479016740192","-154.69479016740192","-154.69479016740192","","","","","","","","","","","",""
"10329","11829","11829","11829","-154.69483275006908","-154.69483275006908","-154.69483275006908","","","","","","","","","","","",""
"10330","11830","11830","11830","-154.69484800059936","-154.69484800059936","-154.69484800059936","","","","","","","","","","","",""
"10331","11831","11831","11831","-154.69486049714877","-154.69486049714877","-154.69486049714877","","","","","","","","","","","",""
"10332","11832","11832","11832","-154.6948780602661","-154.6948780602661","-154.6948780602661","","","","","","","","","","","",""
"10333","11833","11833","11833","-154.69489741071496","-154.69489741071496","-154.69489741071496","","","","","","","","","","","",""
"10334","11834","11834","11834","-154.69491040948978","-154.69491040948978","-154.69491040948978","","","","","","","","","","","",""
"10335","11835","11835","11835","-154.6949173815599","-154.6949173815599","-154.6949173815599","","","","","","","","","","","",""
"10336","11836","11836","11836","-154.6949342208818","-154.6949342208818","-154.6949342208818","","","","","","","","","","","",""
"10337","11837","11837","11837","-154.69493216766622","-154.69493216766622","-154.69493216766622","","","","","","","","","","","",""
"10338","11838","11838","11838","-154.69495804704516","-154.69495804704516","-154.69495804704516","","","","","","","","","","","",""
"10339","11839","11839","11839","-154.6949965411442","-154.6949965411442","-154.6949965411442","","","","","","","","","","","",""
"10340","11840","11840","11840","-154.69500542055937","-154.69500542055937","-154.69500542055937","","","","","","","","","","","",""
"10341","11841","11841","11841","-154.69503309002698","-154.69503309002698","-154.69503309002698","","","","","","","","","","","",""
"10342","11842","11842","11842","-154.69502528354786","-154.69502528354786","-154.69502528354786","","","","","","","","","","","",""
"10343","11843","11843","11843","-154.6950063797676","-154.6950063797676","-154.6950063797676","","","","","","","","","","","",""
"10344","11844","11844","11844","-154.69499885367242","-154.69499885367242","-154.69499885367242","","","","","","","","","","","",""
"10345","11845","11845","11845","-154.69498312265776","-154.69498312265776","-154.69498312265776","","","","","","","","","","","",""
"10346","11846","11846","11846","-154.6949915341759","-154.6949915341759","-154.6949915341759","","","","","","","","","","","",""
"10347","11847","11847","11847","-154.69499869134486","-154.69499869134486","-154.69499869134486","","","","","","","","","","","",""
"10348","11848","11848","11848","-154.69501093969586","-154.69501093969586","-154.69501093969586","","","","","","","","","","","",""
"10349","11849","11849","11849","-154.6950114857067","-154.6950114857067","-154.6950114857067","","","","","","","","","","","",""
"10350","11850","11850","11850","-154.69501335402043","-154.69501335402043","-154.69501335402043","","","","","","","","","","","",""
"10351","11851","11851","11851","-154.69501043494773","-154.69501043494773","-154.69501043494773","","","","","","","","","","","",""
"10352","11852","11852","11852","-154.69497944560027","-154.69497944560027","-154.69497944560027","","","","","","","","","","","",""
"10353","11853","11853","11853","-154.69496824107884","-154.69496824107884","-154.69496824107884","","","","","","","","","","","",""
"10354","11854","11854","11854","-154.6949645406382","-154.6949645406382","-154.6949645406382","","","","","","","","","","","",""
"10355","11855","11855","11855","-154.6949701723845","-154.6949701723845","-154.6949701723845","","","","","","","","","","","",""
"10356","11856","11856","11856","-154.69493882921006","-154.69493882921006","-154.69493882921006","","","","","","","","","","","",""
"10357","11857","11857","11857","-154.69492208139908","-154.69492208139908","-154.69492208139908","","","","","","","","","","","",""
"10358","11858","11858","11858","-154.69490978591108","-154.69490978591108","-154.69490978591108","","","","","","","","","","","",""
"10359","11859","11859","11859","-154.6948942027806","-154.6948942027806","-154.6948942027806","","","","","","","","","","","",""
"10360","11860","11860","11860","-154.6948904236311","-154.6948904236311","-154.6948904236311","","","","","","","","","","","",""
"10361","11861","11861","11861","-154.6948837663216","-154.6948837663216","-154.6948837663216","","","","","","","","","","","",""
"10362","11862","11862","11862","-154.69487874388236","-154.69487874388236","-154.69487874388236","","","","","","","","","","","",""
"10363","11863","11863","11863","-154.69488946627465","-154.69488946627465","-154.69488946627465","","","","","","","","","","","",""
"10364","11864","11864","11864","-154.69490294290785","-154.69490294290785","-154.69490294290785","","","","","","","","","","","",""
"10365","11865","11865","11865","-154.69491060175952","-154.69491060175952","-154.69491060175952","","","","","","","","","","","",""
"10366","11866","11866","11866","-154.69491849626814","-154.69491849626814","-154.69491849626814","","","","","","","","","","","",""
