Molecule,16det,16det,1det,1det,baseline,baseline,nojastrow
State,singlet,triplet,singlet,triplet,singlet,triplet,singlet
opt/step,,,,,,,
4436,-61.57704544067383,-61.46274185180664,-61.60238265991211,-61.4825439453125,-61.57097625732422,-61.47417068481445,-61.56397247314453
4437,-61.60227966308594,-61.48160171508789,-61.58299255371094,-61.45686340332031,-61.58120346069336,-61.45985412597656,-61.586612701416016
4438,-61.56613540649414,-61.456790924072266,-61.54656982421875,-61.46416473388672,-61.560604095458984,-61.46133041381836,-61.556766510009766
4439,-61.57646179199219,-61.480525970458984,-61.56722640991211,-61.451148986816406,-61.57388687133789,-61.461585998535156,-61.55032730102539
4440,-61.58119201660156,-61.49675369262695,-61.555511474609375,-61.47690200805664,-61.57733917236328,-61.4825325012207,-61.56153869628906
4441,-61.55603790283203,-61.458099365234375,-61.58186340332031,-61.46238708496094,-61.5753173828125,-61.4669189453125,-61.56223678588867
4442,-61.54937744140625,-61.47364044189453,-61.55816650390625,-61.472511291503906,-61.5769157409668,-61.45353317260742,-61.566162109375
4443,-61.561668395996094,-61.46329879760742,-61.56397247314453,-61.4731559753418,-61.557254791259766,-61.463321685791016,-61.59062957763672
4444,-61.56694030761719,-61.47927474975586,-61.55960464477539,-61.473243713378906,-61.56328201293945,-61.458984375,-61.58430480957031
4445,-61.54420471191406,-61.457801818847656,-61.59471893310547,-61.453548431396484,-61.57062911987305,-61.4857177734375,-61.553794860839844
4446,-61.557437896728516,-61.455848693847656,-61.58018112182617,-61.47638702392578,-61.57044219970703,-61.45724105834961,-61.56267166137695
4447,-61.580055236816406,-61.47834396362305,-61.56627655029297,-61.44685363769531,-61.57926940917969,-61.45359420776367,-61.571624755859375
4448,-61.57408905029297,-61.46149444580078,-61.62085723876953,-61.460365295410156,-61.5731086730957,-61.47885513305664,-61.54852294921875
4449,-61.568153381347656,-61.468048095703125,-61.575599670410156,-61.46388244628906,-61.580570220947266,-61.48374938964844,-61.586158752441406
4450,-61.560325622558594,-61.47438049316406,-61.56642150878906,-61.48395538330078,-61.5711555480957,-61.47892379760742,-61.55908966064453
4451,-61.54948425292969,-61.4686279296875,-61.56025695800781,-61.45671844482422,-61.573463439941406,-61.48622131347656,-61.57335662841797
4452,-61.56440353393555,-61.464622497558594,-61.55622482299805,-61.47185516357422,-61.566654205322266,-61.451751708984375,-61.56612014770508
4453,-61.570701599121094,-61.45821762084961,-61.570533752441406,-61.45207214355469,-61.575321197509766,-61.47314453125,-61.572181701660156
4454,-61.56127166748047,-61.49042892456055,-61.565364837646484,-61.46815490722656,-61.56629943847656,-61.49749755859375,-61.56374740600586
4455,-61.58707809448242,-61.458274841308594,-61.57431411743164,-61.45960998535156,-61.575923919677734,-61.46478271484375,-61.584720611572266
4456,-61.5490837097168,-61.458770751953125,-61.57017135620117,-61.44652557373047,-61.561187744140625,-61.47867202758789,-61.54976272583008
4457,-61.5709114074707,-61.466033935546875,-61.564483642578125,-61.464691162109375,-61.57749938964844,-61.462623596191406,-61.56767272949219
4458,-61.57270812988281,-61.45575714111328,-61.57530975341797,-61.442283630371094,-61.57332229614258,-61.46931076049805,-61.56002426147461
4459,-61.57262420654297,-61.463375091552734,-61.56116485595703,-61.471397399902344,-61.5790901184082,-61.46281051635742,-61.57341003417969
4460,-61.544456481933594,-61.47294616699219,-61.547481536865234,-61.47126007080078,-61.56932830810547,-61.46012878417969,-61.576759338378906
4461,-61.571693420410156,-61.466087341308594,-61.55719757080078,-61.49319076538086,-61.572914123535156,-61.45410919189453,-61.559471130371094
4462,-61.57621765136719,-61.46183776855469,-61.592403411865234,-61.46733093261719,-61.56744384765625,-61.49050521850586,-61.55174255371094
4463,-61.570579528808594,-61.46579360961914,-61.58283233642578,-61.47776412963867,-61.58723449707031,-61.47171401977539,-61.56452178955078
4464,-61.56285095214844,-61.460174560546875,-61.5658073425293,-61.469871520996094,-61.58905792236328,-61.464141845703125,-61.56711959838867
4465,-61.54631423950195,-61.47151184082031,-61.55864715576172,-61.47893524169922,-61.573333740234375,-61.47291946411133,-61.55511474609375
4466,-61.579952239990234,-61.47239303588867,-61.57946014404297,-61.46603012084961,-61.58576965332031,-61.47124099731445,-61.580116271972656
4467,-61.577999114990234,-61.44384765625,-61.58811950683594,-61.46525955200195,-61.5892333984375,-61.4528694152832,-61.576072692871094
4468,-61.548851013183594,-61.465179443359375,-61.55830383300781,-61.4615592956543,-61.56901550292969,-61.47037887573242,-61.56665802001953
4469,-61.566184997558594,-61.47074890136719,-61.5819206237793,-61.47862243652344,-61.5682373046875,-61.47624969482422,-61.546875
4470,-61.56891632080078,-61.473575592041016,-61.55022430419922,-61.4630126953125,-61.5772819519043,-61.4816780090332,-61.56477737426758
4471,-61.571258544921875,-61.45313262939453,-61.5762825012207,-61.47538757324219,-61.5739631652832,-61.46706771850586,-61.56629180908203
4472,-61.57059097290039,-61.46649169921875,-61.56462860107422,-61.46690368652344,-61.57765197753906,-61.49055862426758,-61.564666748046875
4473,-61.57317352294922,-61.48120880126953,-61.581241607666016,-61.473480224609375,-61.57817459106445,-61.460975646972656,-61.58195495605469
4474,-61.554405212402344,-61.46807098388672,-61.57411575317383,-61.462615966796875,-61.57648849487305,-61.45833206176758,-61.544281005859375
4475,-61.56151580810547,-61.46611785888672,-61.563934326171875,-61.461509704589844,-61.565895080566406,-61.479209899902344,-61.567291259765625
4476,-61.55686950683594,-61.4690055847168,-61.57331848144531,-61.47052764892578,-61.577903747558594,-61.469703674316406,-61.579463958740234
4477,-61.56293487548828,-61.45356750488281,-61.58787536621094,-61.407100677490234,-61.58585739135742,-61.46183395385742,-61.55434799194336
4478,-61.58604431152344,-61.4737434387207,-61.572959899902344,-61.44564437866211,-61.57111740112305,-61.46788787841797,-61.57478332519531
4479,-61.56840515136719,-61.471107482910156,-61.56312942504883,-61.45180892944336,-61.58285140991211,-61.478004455566406,-61.56576156616211
4480,-61.554954528808594,-61.476348876953125,-61.57988739013672,-61.450416564941406,-61.57613754272461,-61.461509704589844,-61.546539306640625
4481,-61.57693099975586,-61.46863555908203,-61.589500427246094,-61.480552673339844,-61.56353759765625,-61.451507568359375,-61.5665283203125
4482,-61.57013702392578,-61.474788665771484,-61.58357620239258,-61.47187042236328,-61.55302429199219,-61.470699310302734,-61.56982421875
4483,-61.558841705322266,-61.46372604370117,-61.56290817260742,-61.47376251220703,-61.582977294921875,-61.48813247680664,-61.55427551269531
4484,-61.5877685546875,-61.46435546875,-61.55908203125,-61.4743537902832,-61.56879425048828,-61.48598861694336,-61.559783935546875
4485,-61.58002471923828,-61.46109390258789,-61.58966827392578,-61.45934295654297,-61.57267761230469,-61.4669303894043,-61.57233428955078
4486,-61.57776641845703,-61.4749755859375,-61.56858825683594,-61.454864501953125,-61.561126708984375,-61.46708297729492,-61.55709457397461
4487,-61.575035095214844,-61.46736145019531,-61.57038116455078,-61.444332122802734,-61.58006286621094,-61.47400665283203,-61.551971435546875
4488,-61.5721321105957,-61.457672119140625,-61.58161544799805,-61.46479034423828,-61.57078552246094,-61.46397399902344,-61.55536651611328
4489,-61.56609344482422,-61.46107482910156,-61.585018157958984,-61.45768737792969,-61.5715446472168,-61.460872650146484,-61.5627326965332
4490,-61.578369140625,-61.469329833984375,-61.57801055908203,-61.467586517333984,-61.561885833740234,-61.45064926147461,-61.560550689697266
4491,-61.5748291015625,-61.462806701660156,-61.56491470336914,-61.47533416748047,-61.55927658081055,-61.46921920776367,-61.581756591796875
4492,-61.567073822021484,-61.477474212646484,-61.57743835449219,-61.459503173828125,-61.566375732421875,-61.47495651245117,-61.573482513427734
4493,-61.58069610595703,-61.437095642089844,-61.56883239746094,-61.48059844970703,-61.580718994140625,-61.476444244384766,-61.558815002441406
4494,-61.579017639160156,-61.459373474121094,-61.55494689941406,-61.478275299072266,-61.60094451904297,-61.46490478515625,-61.566688537597656
4495,-61.58100128173828,-61.46079635620117,-61.569271087646484,-61.46094512939453,-61.56095886230469,-61.463890075683594,-61.537166595458984
4496,-61.55024719238281,-61.46173858642578,-61.57709503173828,-61.45343780517578,-61.594478607177734,-61.45609664916992,-61.54497528076172
4497,-61.560585021972656,-61.468353271484375,-61.57332992553711,-61.474342346191406,-61.569496154785156,-61.481258392333984,-61.55665588378906
4498,-61.570457458496094,-61.471988677978516,-61.56926727294922,-61.467044830322266,-61.58039855957031,-61.46122360229492,-61.569461822509766
4499,-61.58208465576172,-61.460880279541016,-61.58216094970703,-61.46881103515625,-61.60513687133789,-61.4715690612793,-61.55810546875
4500,-61.548423767089844,-61.4688720703125,-61.556114196777344,-61.45333480834961,-61.58287811279297,-61.46329116821289,-61.5660400390625
4501,-61.562679290771484,-61.47077178955078,-61.58513259887695,-61.45690155029297,-61.58937072753906,-61.47471618652344,-61.54926300048828
4502,-61.558990478515625,-61.47325134277344,-61.57504653930664,-61.46729278564453,-61.598976135253906,-61.47581481933594,-61.563385009765625
4503,-61.571083068847656,-61.47438430786133,-61.56129837036133,-61.474578857421875,-61.59104537963867,-61.469200134277344,-61.54059600830078
4504,-61.56350326538086,-61.467533111572266,-61.56572723388672,-61.474754333496094,-61.539093017578125,-61.468448638916016,-61.58076095581055
4505,-61.570884704589844,-61.46300506591797,-61.57122802734375,-61.47480010986328,-61.5673942565918,-61.47542953491211,-61.57147979736328
4506,-61.571044921875,-61.476829528808594,-61.56292724609375,-61.475311279296875,-61.57586669921875,-61.485267639160156,-61.558387756347656
4507,-61.574310302734375,-61.47283172607422,-61.55556869506836,-61.462928771972656,-61.5815544128418,-61.47785186767578,-61.56483840942383
4508,-61.557621002197266,-61.48954391479492,-61.576454162597656,-61.46851348876953,-61.56424331665039,-61.47505187988281,-61.55474853515625
4509,-61.5847282409668,-61.48998260498047,-61.57902908325195,-61.44477844238281,-61.57294845581055,-61.471893310546875,-61.57622528076172
4510,-61.579307556152344,-61.446372985839844,-61.562137603759766,-61.46973419189453,-61.56560134887695,-61.46760940551758,-61.56048583984375
4511,-61.57799530029297,-61.47112274169922,-61.580833435058594,-61.48676300048828,-61.553836822509766,-61.47028350830078,-61.55482864379883
4512,-61.5574951171875,-61.45509338378906,-61.57201385498047,-61.47999572753906,-61.5844612121582,-61.48073959350586,-61.55377197265625
4513,-61.582252502441406,-61.46480178833008,-61.57135009765625,-61.467159271240234,-61.579044342041016,-61.467674255371094,-61.56394958496094
4514,-61.56236267089844,-61.46702575683594,-61.57123565673828,-61.475914001464844,-61.55344009399414,-61.46860885620117,-61.54374313354492
4515,-61.581520080566406,-61.27267837524414,-61.557525634765625,-61.4591064453125,-61.5692253112793,-61.46168518066406,-61.561614990234375
4516,-61.5745964050293,-61.466514587402344,-61.565189361572266,-61.45884704589844,-61.54730987548828,-61.476688385009766,-61.56216049194336
4517,-61.57236099243164,-61.46480178833008,-61.57437515258789,-61.47248458862305,-61.5651741027832,-61.46834945678711,-61.54846954345703
4518,-61.56573486328125,-61.50440979003906,-61.56780242919922,-61.44740295410156,-61.58899688720703,-61.46799087524414,-61.55397033691406
4519,-61.576045989990234,-61.439674377441406,-61.58062744140625,-61.46677780151367,-61.587738037109375,-61.47172927856445,-61.56695556640625
4520,-61.56553649902344,-61.450172424316406,-61.581642150878906,-61.45911407470703,-61.571712493896484,-61.477420806884766,-61.555789947509766
4521,-61.559757232666016,-61.455387115478516,-61.58903503417969,-61.45174789428711,-61.56727600097656,-61.46642303466797,-61.54729461669922
4522,-61.56976318359375,-61.45555114746094,-61.5726432800293,-61.451080322265625,-61.56867980957031,-61.467498779296875,-61.54621124267578
4523,-61.56005096435547,-61.48363494873047,-61.57892608642578,-61.442378997802734,-61.579254150390625,-61.4453125,-61.57643127441406
4524,-61.581520080566406,-61.46800231933594,-61.57283020019531,-61.45745086669922,-61.58682632446289,-61.458866119384766,-61.56127166748047
4525,-61.57520294189453,-61.46991729736328,-61.564979553222656,-61.46311950683594,-61.57299041748047,-61.47652053833008,-61.558143615722656
4526,-61.58061218261719,-61.482086181640625,-61.568450927734375,-61.460350036621094,-61.58415222167969,-61.480018615722656,-61.58738327026367
4527,-61.555538177490234,-61.468971252441406,-61.56029510498047,-61.46868133544922,-61.585594177246094,-61.447601318359375,-61.57259750366211
4528,-61.56965255737305,-61.467369079589844,-61.56967544555664,-61.47539520263672,-61.57627868652344,-61.46854019165039,-61.568851470947266
4529,-61.562644958496094,-61.48194122314453,-61.5877571105957,-61.477230072021484,-61.57212829589844,-61.48678207397461,-61.58220672607422
4530,-61.560508728027344,-61.46574783325195,-61.55824661254883,-61.46318817138672,-61.57597732543945,-61.47812271118164,-61.553558349609375
4531,-61.57052993774414,-61.47511672973633,-61.57111358642578,-61.469322204589844,-61.58266067504883,-61.4681282043457,-61.5621337890625
4532,-61.577537536621094,-61.468692779541016,-61.571292877197266,-61.462764739990234,-61.5658073425293,-61.47785568237305,-61.5423469543457
4533,-61.55903625488281,-61.45958709716797,-61.56640625,-61.47901916503906,-61.58112716674805,-61.470523834228516,-61.57383728027344
4534,-61.58157730102539,-61.45966339111328,-61.56599426269531,-61.45630645751953,-61.57278823852539,-61.46351623535156,-61.56664276123047
4535,-61.58203887939453,-61.455421447753906,-61.571449279785156,-61.47203063964844,-61.584228515625,-61.4669303894043,-61.55072784423828
4536,-61.57421875,-61.48180389404297,-61.57008743286133,-61.4615364074707,-61.565582275390625,-61.46708297729492,-61.551361083984375
4537,-61.589027404785156,-61.460289001464844,-61.57867431640625,-61.47737503051758,-61.5890998840332,-61.47597885131836,-61.54573059082031
4538,-61.59857177734375,-61.46002960205078,-61.553184509277344,-61.4537239074707,-61.564640045166016,-61.4653434753418,-61.56645584106445
4539,-61.59458923339844,-61.471656799316406,-61.56555938720703,-61.46802520751953,-61.59246063232422,-61.458892822265625,-61.564422607421875
4540,-61.57208251953125,-61.452762603759766,-61.591243743896484,-61.47423553466797,-61.57295227050781,-61.47937774658203,-61.55046463012695
4541,-61.583824157714844,-61.489463806152344,-61.55462646484375,-61.45975875854492,-61.57178497314453,-61.45703125,-61.54888916015625
4542,-61.57410430908203,-61.47136688232422,-61.56852722167969,-61.453216552734375,-61.56888198852539,-61.49039840698242,-61.55390167236328
4543,-61.57094192504883,-61.468055725097656,-61.58042526245117,-61.4583740234375,-61.57625961303711,-61.48273468017578,-61.563194274902344
4544,-61.56304931640625,-61.45671081542969,-61.57329559326172,-61.464317321777344,-61.57640838623047,-61.46596908569336,-61.54316329956055
4545,-61.579200744628906,-61.470157623291016,-61.56711959838867,-61.45814514160156,-61.57736587524414,-61.49436950683594,-61.56851577758789
4546,-61.563209533691406,-61.47521209716797,-61.56510925292969,-61.470455169677734,-61.57025909423828,-61.46726989746094,-61.562843322753906
4547,-61.564453125,-61.45796203613281,-61.57382583618164,-61.46144485473633,-61.578590393066406,-61.486412048339844,-61.566314697265625
4548,-61.56169509887695,-61.48457336425781,-61.56512451171875,-61.474082946777344,-61.560760498046875,-61.47230911254883,-61.57627487182617
