step,E_HC_Ha,E_HS_Ha,E_HFe_Ha,E_HFe2_Ha
100106,-335.2533,-335.2063,-335.1577,-335.2089
100107,-335.2789,-335.2172,-335.2022,-335.1811
100108,-335.2911,-335.2243,-335.2039,-335.221
100109,-335.2779,-335.2331,-335.1822,-335.1701
100110,-335.2838,-335.2484,-335.1941,-335.1781
100111,-335.2805,-335.2621,-335.2004,-335.2169
100112,-335.269,-335.235,-335.1617,-335.1795
100113,-335.296,-335.1949,-335.161,-335.2195
100114,-335.2625,-335.2341,-335.186,-335.1505
100115,-335.2591,-335.2244,-335.1771,-335.183
100116,-335.2781,-335.2125,-335.1737,-335.1706
100117,-335.2788,-335.246,-335.2091,-335.2025
100118,-335.271,-335.2321,-335.1926,-335.2308
100119,-335.2791,-335.201,-335.1711,-335.1999
100120,-335.2661,-335.204,-335.1971,-335.1947
100121,-335.2854,-335.2231,-335.211,-335.2156
100122,-335.2744,-335.2338,-335.1816,-335.1888
100123,-335.2856,-335.1843,-335.2039,-335.2084
100124,-335.2632,-335.223,-335.1902,-335.2107
100125,-335.2795,-335.2717,-335.1559,-335.2121
100126,-335.2825,-335.2327,-335.1629,-335.1909
100127,-335.2564,-335.2254,-335.1884,-335.1687
100128,-335.2578,-335.2004,-335.2225,-335.2275
100129,-335.2385,-335.2234,-335.1868,-335.2061
100130,-335.2984,-335.2519,-335.1878,-335.196
100131,-335.2849,-335.2331,-335.1918,-335.1711
100132,-335.2763,-335.2226,-335.1614,-335.1862
100133,-335.283,-335.2147,-335.1505,-335.1879
100134,-335.2924,-335.2058,-335.1791,-335.2003
100135,-335.2479,-335.2293,-335.197,-335.2151
100136,-335.2664,-335.2042,-335.173,-335.2331
100137,-335.2594,-335.2525,-335.2084,-335.2004
100138,-335.2686,-335.2296,-335.1807,-335.1829
100139,-335.2722,-335.2284,-335.1941,-335.1967
100140,-335.3113,-335.217,-335.1861,-335.217
100141,-335.2702,-335.2184,-335.1966,-335.1857
100142,-335.2665,-335.2086,-335.183,-335.1751
100143,-335.2605,-335.2062,-335.2028,-335.1859
100144,-335.2645,-335.2238,-335.2001,-335.2144
100145,-335.276,-335.2117,-335.1885,-335.2013
100146,-335.2503,-335.2134,-335.2007,-335.1982
100147,-335.2536,-335.2418,-335.195,-335.1824
100148,-335.2576,-335.2342,-335.2015,-335.1736
100149,-335.2681,-335.2245,-335.1966,-335.2338
100150,-335.2622,-335.2084,-335.1859,-335.221
100151,-335.2623,-335.2281,-335.1958,-335.1712
100152,-335.2565,-335.1972,-335.1905,-335.1812
100153,-335.2799,-335.2029,-335.1541,-335.222
100154,-335.2548,-335.2264,-335.1873,-335.2043
100155,-335.2748,-335.2044,-335.1876,-335.2018
100156,-335.291,-335.2228,-335.1914,-335.1783
100157,-335.2564,-335.2415,-335.1787,-335.1974
100158,-335.2828,-335.2098,-335.17,-335.1986
100159,-335.3069,-335.2379,-335.2181,-335.1957
100160,-335.2655,-335.2194,-335.165,-335.2025
100161,-335.3014,-335.2294,-335.1914,-335.2137
100162,-335.2849,-335.2175,-335.1985,-335.1856
100163,-335.2791,-335.2266,-335.1761,-335.2483
100164,-335.2568,-335.1991,-335.1853,-335.1949
100165,-335.2501,-335.2333,-335.1805,-335.1615
100166,-335.2939,-335.249,-335.2032,-335.1839
100167,-335.2749,-335.2156,-335.1902,-335.1736
100168,-335.2829,-335.2481,-335.1723,-335.187
100169,-335.2621,-335.2125,-335.192,-335.2117
100170,-335.2677,-335.2259,-335.1923,-335.2246
100171,-335.2726,-335.2265,-335.1888,-335.1961
100172,-335.2722,-335.2204,-335.1881,-335.156
100173,-335.3169,-335.2395,-335.1894,-335.2318
100174,-335.2836,-335.2253,-335.2039,-335.1881
100175,-335.2919,-335.2342,-335.1794,-335.2224
100176,-335.2124,-335.206,-335.2102,-335.1803
100177,-335.2477,-335.2282,-335.169,-335.2135
100178,-335.2981,-335.222,-335.1533,-335.2441
100179,-335.2698,-335.2159,-335.2253,-335.2259
100180,-335.2285,-335.2296,-335.176,-335.1975
100181,-335.2479,-335.2484,-335.1669,-335.217
100182,-335.2883,-335.2344,-335.1722,-335.2114
100183,-335.2587,-335.223,-335.1913,-335.1899
100184,-335.2503,-335.2484,-335.1819,-335.157
100185,-335.2589,-335.2317,-335.1816,-335.2189
100186,-335.2855,-335.2281,-335.2242,-335.205
100187,-335.2944,-335.2343,-335.197,-335.1791
100188,-335.2603,-335.2742,-335.1695,-335.1869
100189,-335.2714,-335.199,-335.2192,-335.2176
100190,-335.2751,-335.2288,-335.1955,-335.2034
100191,-335.2613,-335.2186,-335.1916,-335.2267
100192,-335.2571,-335.2412,-335.1633,-335.1897
100193,-335.2759,-335.2114,-335.1727,-335.1922
100194,-335.2966,-335.2198,-335.1792,-335.1826
100195,-335.264,-335.2043,-335.1945,-335.2071
100196,-335.2627,-335.215,-335.1976,-335.1694
100197,-335.2513,-335.2372,-335.1603,-335.1873
100198,-335.271,-335.2162,-335.1915,-335.1913
100199,-335.2859,-335.2206,-335.175,-335.1682
100200,-335.2616,-335.2191,-335.2011,-335.1652
100201,-335.2533,-335.2372,-335.1946,-335.2213
100202,-335.265,-335.228,-335.184,-335.1783
100203,-335.2934,-335.2196,-335.1902,-335.2106
100204,-335.2664,-335.2165,-335.2108,-335.2019
100205,-335.2785,-335.2124,-335.1875,-335.2156
100206,-335.2699,-335.2017,-335.19,-335.1909
100207,-335.292,-335.2039,-335.1667,-335.2217
100208,-335.2765,-335.2216,-335.1622,-335.2063
100209,-335.2269,-335.2244,-335.1904,-335.2178
100210,-335.291,-335.2074,-335.1628,-335.1664
100211,-335.281,-335.2365,-335.1824,-335.165
100212,-335.255,-335.2262,-335.189,-335.2161
100213,-335.2974,-335.1696,-335.1728,-335.2196
100214,-335.2822,-335.2311,-335.1617,-335.1903
100215,-335.2567,-335.2287,-335.2203,-335.2114
100216,-335.2502,-335.2387,-335.2144,-335.2145
100217,-335.2698,-335.2047,-335.1999,-335.177
100218,-335.2641,-335.2107,-335.1929,-335.2143
100219,-335.2774,-335.2253,-335.1885,-335.2004
100220,-335.2608,-335.2369,-335.1802,-335.1785
100221,-335.2551,-335.1847,-335.179,-335.2161
100222,-335.2791,-335.2076,-335.1954,-335.1612
100223,-335.2602,-335.2221,-335.1613,-335.1837
100224,-335.2834,-335.2303,-335.1961,-335.2149
100225,-335.2896,-335.247,-335.2074,-335.21
100226,-335.2752,-335.2212,-335.1607,-335.1902
100227,-335.2856,-335.2119,-335.1665,-335.1969
100228,-335.2966,-335.2397,-335.1929,-335.1882
100229,-335.2704,-335.2472,-335.1738,-335.2024
100230,-335.298,-335.2386,-335.1816,-335.2025
100231,-335.2808,-335.2109,-335.1819,-335.1949
100232,-335.2628,-335.2263,-335.1753,-335.1595
100233,-335.2602,-335.2504,-335.1819,-335.2124
100234,-335.3012,-335.2229,-335.1825,-335.2068
100235,-335.274,-335.2419,-335.1826,-335.2042
100236,-335.2826,-335.2425,-335.1931,-335.1849
100237,-335.2677,-335.2435,-335.1814,-335.2027
100238,-335.265,-335.2138,-335.1905,-335.181
100239,-335.2867,-335.2574,-335.182,-335.1513
100240,-335.2756,-335.2267,-335.1935,-335.2224
100241,-335.2502,-335.2281,-335.1892,-335.1925
100242,-335.2909,-335.2163,-335.1895,-335.1852
100243,-335.2622,-335.2507,-335.1758,-335.1841
100244,-335.2542,-335.2331,-335.194,-335.1957
100245,-335.2639,-335.2343,-335.1781,-335.209
100246,-335.2887,-335.2236,-335.1823,-335.193
100247,-335.2914,-335.2184,-335.1859,-335.1703
100248,-335.2618,-335.2263,-335.1772,-335.2145
100249,-335.2735,-335.1869,-335.1759,-335.2074
100250,-335.295,-335.2075,-335.1783,-335.1885
100251,-335.2574,-335.2261,-335.1609,-335.1989
100252,-335.284,-335.2442,-335.1874,-335.1855
100253,-335.268,-335.2133,-335.1892,-335.2017
100254,-335.2816,-335.2142,-335.1995,-335.205
100255,-335.2987,-335.2318,-335.1606,-335.1531
100256,-335.2633,-335.2039,-335.1888,-335.1594
100257,-335.2674,-335.2225,-335.1808,-335.2081
100258,-335.2804,-335.2014,-335.1876,-335.2102
100259,-335.2848,-335.2226,-335.1907,-335.1706
100260,-335.2669,-335.2316,-335.1785,-335.1842
100261,-335.2664,-335.2303,-335.2076,-335.1718
100262,-335.2739,-335.2245,-335.1746,-335.2036
100263,-335.2823,-335.1967,-335.1862,-335.1965
100264,-335.2628,-335.2368,-335.1923,-335.1975
100265,-335.2978,-335.2493,-335.1546,-335.2011
100266,-335.2906,-335.2521,-335.1863,-335.1696
100267,-335.254,-335.2204,-335.2057,-335.1904
100268,-335.2605,-335.2573,-335.174,-335.1897
100269,-335.2624,-335.2193,-335.1892,-335.2053
100270,-335.2718,-335.2213,-335.1869,-335.1902
100271,-335.2504,-335.2099,-335.1957,-335.2254
100272,-335.2849,-335.2292,-335.1793,-335.2129
100273,-335.2347,-335.229,-335.1817,-335.1983
100274,-335.2624,-335.2184,-335.1744,-335.1869
100275,-335.2586,-335.2155,-335.1833,-335.1852
100276,-335.256,-335.2213,-335.2008,-335.1877
100277,-335.2603,-335.2438,-335.1803,-335.2142
100278,-335.2808,-335.2344,-335.1965,-335.1633
100279,-335.2716,-335.2198,-335.1811,-335.2032
100280,-335.2839,-335.2216,-335.1997,-335.2073
100281,-335.2633,-335.191,-335.1804,-335.2128
100282,-335.2653,-335.2268,-335.18,-335.2229
100283,-335.2543,-335.2021,-335.1942,-335.1882
100284,-335.2709,-335.2264,-335.177,-335.1906
100285,-335.245,-335.2093,-335.2014,-335.193
100286,-335.3028,-335.2314,-335.1697,-335.1982
100287,-335.2626,-335.2322,-335.1689,-335.1857
100288,-335.2861,-335.2165,-335.1596,-335.2224
100289,-335.2582,-335.1975,-335.1821,-335.1968
100290,-335.2737,-335.2087,-335.1838,-335.1883
100291,-335.267,-335.2078,-335.1892,-335.1879
100292,-335.2454,-335.2296,-335.1776,-335.1551
100293,-335.2552,-335.2261,-335.1552,-335.1967
100294,-335.2417,-335.2288,-335.1982,-335.212
100295,-335.2487,-335.2266,-335.1733,-335.1885
100296,-335.2742,-335.2648,-335.1507,-335.1852
100297,-335.2863,-335.2111,-335.1847,-335.2007
100298,-335.2759,-335.2343,-335.1805,-335.1795
100299,-335.2481,-335.2159,-335.1607,-335.1801
100300,-335.2677,-335.2365,-335.173,-335.171
100301,-335.2531,-335.2305,-335.1889,-335.2219
100302,-335.3001,-335.2014,-335.2022,-335.2122
100303,-335.2578,-335.1815,-335.2124,-335.1683
100304,-335.2774,-335.2411,-335.1871,-335.2084
100305,-335.2621,-335.2822,-335.1682,-335.2043
100306,-335.2958,-335.2114,-335.186,-335.1859
100307,-335.2646,-335.2208,-335.1804,-335.1834
100308,-335.2715,-335.2425,-335.1514,-335.1917
100309,-335.2786,-335.2528,-335.1969,-335.1873
100310,-335.2827,-335.1975,-335.1786,-335.2094
100311,-335.2674,-335.2181,-335.1884,-335.2043
100312,-335.2653,-335.2215,-335.1872,-335.1992
100313,-335.2921,-335.2067,-335.1937,-335.1743
100314,-335.265,-335.2353,-335.1765,-335.1836
100315,-335.2677,-335.2352,-335.183,-335.2122
100316,-335.2691,-335.2462,-335.1839,-335.1923
100317,-335.2575,-335.2447,-335.2,-335.1913
100318,-335.2661,-335.2548,-335.2013,-335.1569
100319,-335.3124,-335.2216,-335.1731,-335.1977
100320,-335.2678,-335.2409,-335.1613,-335.208
100321,-335.2048,-335.1988,-335.1929,-335.215
100322,-335.2823,-335.2232,-335.2042,-335.1674
100323,-335.2635,-335.2319,-335.2122,-335.2013
100324,-335.2578,-335.2115,-335.1735,-335.152
100325,-335.2645,-335.2161,-335.2039,-335.1985
100326,-335.2624,-335.2064,-335.1978,-335.201
100327,-335.285,-335.211,-335.166,-335.1717
100328,-335.2814,-335.2066,-335.1803,-335.2248
100329,-335.2641,-335.1842,-335.1794,-335.2144
100330,-335.2583,-335.2232,-335.1797,-335.2106
100331,-335.2744,-335.2492,-335.1831,-335.1939
100332,-335.2863,-335.2302,-335.1909,-335.1819
100333,-335.2737,-335.221,-335.1805,-335.2169
100334,-335.3119,-335.1932,-335.16,-335.1939
100335,-335.3129,-335.1985,-335.1984,-335.2042
100336,-335.2466,-335.2356,-335.186,-335.1645
100337,-335.2542,-335.2354,-335.1581,-335.188
100338,-335.2929,-335.2491,-335.1822,-335.1893
100339,-335.2787,-335.2427,-335.2007,-335.1926
100340,-335.0423,-335.2088,-335.1707,-335.1812
100341,-335.2647,-335.2177,-335.1818,-335.2011
100342,-335.278,-335.2263,-335.1835,-335.1846
100343,-335.2884,-335.2047,-335.1438,-335.1835
100344,-335.2608,-335.2266,-335.1798,-335.1957
100345,-335.2584,-335.2402,-335.1788,-335.1997
100346,-335.2665,-335.2222,-335.1589,-335.1359
100347,-335.2693,-335.2099,-335.1995,-335.1854
100348,-335.2874,-335.2474,-335.2092,-335.2002
100349,-335.2671,-335.1946,-335.1807,-335.1909
100350,-335.256,-335.2329,-335.1942,-335.2066
100351,-335.2632,-335.212,-335.1942,-335.166
100352,-335.2959,-335.2423,-335.2194,-335.1955
100353,-335.2803,-335.2186,-335.1838,-335.1703
100354,-335.3138,-335.2296,-335.1819,-335.1927
100355,-335.2673,-335.2099,-335.1903,-335.2292
100356,-335.2652,-335.2136,-335.182,-335.1967
100357,-335.2676,-335.2093,-335.1956,-335.2068
100358,-335.2958,-335.197,-335.1879,-335.1988
100359,-335.2516,-335.2086,-335.2013,-335.2288
100360,-335.291,-335.2073,-335.1789,-335.1919
100361,-335.2694,-335.2093,-335.1568,-335.1943
100362,-335.2684,-335.2451,-335.2075,-335.2232
100363,-335.3022,-335.2191,-335.1762,-335.1558
100364,-335.308,-335.22,-335.1812,-335.1959
100365,-335.2308,-335.2167,-335.2042,-335.19
100366,-335.2534,-335.2338,-335.1502,-335.2085
100367,-335.2928,-335.2328,-335.1589,-335.1905
100368,-335.2676,-335.2366,-335.1624,-335.1935
100369,-335.2832,-335.2542,-335.1508,-335.2043
100370,-335.2672,-335.2116,-335.2186,-335.1974
100371,-335.2782,-335.2297,-335.1502,-335.2097
100372,-335.2818,-335.2368,-335.1541,-335.2073
100373,-335.2498,-335.24,-335.2297,-335.2198
100374,-335.2616,-335.2486,-335.2113,-335.1696
100375,-335.2847,-335.2513,-335.2028,-335.2021
100376,-335.2638,-335.2116,-335.2014,-335.2062
100377,-335.2854,-335.2471,-335.1808,-335.1913
100378,-335.2356,-335.2214,-335.1748,-335.1778
100379,-335.2543,-335.2182,-335.173,-335.2265
100380,-335.2912,-335.197,-335.1904,-335.1966
100381,-335.3018,-335.2404,-335.1822,-335.1823
100382,-335.247,-335.2295,-335.1793,-335.2248
100383,-335.269,-335.2336,-335.1883,-335.2112
100384,-335.2666,-335.2261,-335.1666,-335.2132
100385,-335.276,-335.1738,-335.2213,-335.2173
100386,-335.2824,-335.225,-335.1619,-335.2057
100387,-335.2635,-335.2238,-335.1916,-335.17
100388,-335.2645,-335.2054,-335.1722,-335.2037
100389,-335.2842,-335.2159,-335.1938,-335.2153
100390,-335.261,-335.2376,-335.1649,-335.2123
100391,-335.2693,-335.234,-335.1918,-335.1704
100392,-335.2911,-335.2254,-335.1829,-335.2166
100393,-335.2928,-335.2472,-335.1641,-335.1891
100394,-335.2605,-335.2102,-335.1911,-335.1856
100395,-335.2755,-335.2171,-335.1909,-335.1871
100396,-335.2836,-335.2282,-335.1982,-335.1917
100397,-335.2599,-335.1985,-335.1804,-335.1891
100398,-335.2766,-335.2411,-335.1954,-335.1799
100399,-335.2688,-335.2116,-335.1955,-335.2124
100400,-335.2775,-335.2165,-335.1861,-335.1974
100401,-335.2475,-335.209,-335.162,-335.1957
100402,-335.288,-335.221,-335.167,-335.1925
100403,-335.2586,-335.2322,-335.1752,-335.2029
100404,-335.2596,-335.2077,-335.1866,-335.1788
100405,-335.2709,-335.2458,-335.1792,-335.2089
100406,-335.2611,-335.2189,-335.181,-335.2011
100407,-335.2737,-335.2449,-335.1658,-335.1806
100408,-335.2711,-335.2238,-335.1898,-335.2001
100409,-335.2481,-335.233,-335.1895,-335.2139
100410,-335.2785,-335.1958,-335.1666,-335.1725
100411,-335.2928,-335.1742,-335.2068,-335.2102
100412,-335.2503,-335.2355,-335.1734,-335.1989
100413,-335.2872,-335.2076,-335.1705,-335.2086
100414,-335.2648,-335.2057,-335.1882,-335.1826
100415,-335.2804,-335.1949,-335.1825,-335.2071
100416,-335.3026,-335.2167,-335.2061,-335.2199
100417,-335.3233,-335.242,-335.2165,-335.1994
100418,-335.276,-335.2601,-335.1754,-335.1838
100419,-335.2736,-335.2267,-335.1835,-335.1882
100420,-335.2575,-335.2261,-335.1683,-335.196
100421,-335.2799,-335.2196,-335.1786,-335.2074
100422,-335.3192,-335.2398,-335.1895,-335.1956
100423,-335.2094,-335.2098,-335.1729,-335.2035
100424,-335.2438,-335.2493,-335.1603,-335.213
100425,-335.2549,-335.2557,-335.1816,-335.2003
100426,-335.28,-335.231,-335.1745,-335.2004
100427,-335.2923,-335.2495,-335.1892,-335.1804
100428,-335.2746,-335.2134,-335.1804,-335.2064
100429,-335.2919,-335.1995,-335.17,-335.1968
100430,-335.3099,-335.199,-335.2043,-335.1692
100431,-335.2816,-335.2497,-335.1942,-335.1987
100432,-335.2754,-335.2199,-335.1918,-335.1651
100433,-335.2777,-335.2445,-335.1953,-335.179
100434,-335.267,-335.2564,-335.2021,-335.1696
100435,-335.2699,-335.2003,-335.1722,-335.2149
100436,-335.2489,-335.2246,-335.1872,-335.2233
100437,-335.2368,-335.2219,-335.1593,-335.1774
100438,-335.2622,-335.2117,-335.2035,-335.1754
100439,-335.2944,-335.241,-335.2224,-335.1823
100440,-335.2839,-335.1939,-335.1795,-335.1871
100441,-335.2682,-335.2479,-335.1921,-335.1968
100442,-335.251,-335.227,-335.1576,-335.2045
100443,-335.2692,-335.1886,-335.2033,-335.2026
100444,-335.2737,-335.2445,-335.1847,-335.1944
100445,-335.2696,-335.2332,-335.1808,-335.1796
100446,-335.291,-335.2408,-335.1923,-335.2112
100447,-335.2426,-335.2182,-335.1965,-335.2102
100448,-335.2442,-335.2274,-335.1995,-335.2216
100449,-335.2927,-335.2404,-335.1834,-335.1653
100450,-335.2699,-335.2339,-335.195,-335.1926
100451,-335.2607,-335.2369,-335.1748,-335.1725
100452,-335.257,-335.1928,-335.194,-335.1816
100453,-335.2729,-335.207,-335.1932,-335.1872
100454,-335.25,-335.1894,-335.1998,-335.1787
100455,-335.291,-335.2094,-335.1908,-335.2177
100456,-335.2786,-335.2025,-335.2031,-335.1953
100457,-335.2927,-335.2149,-335.1854,-335.1859
100458,-335.2585,-335.2091,-335.199,-335.1876
100459,-335.2716,-335.2317,-335.1788,-335.2023
100460,-335.2468,-335.2185,-335.1723,-335.1729
100461,-335.3035,-335.2439,-335.1848,-335.1667
100462,-335.2686,-335.2227,-335.1703,-335.192
100463,-335.2675,-335.2281,-335.1851,-335.1744
100464,-335.2626,-335.2114,-335.1761,-335.1962
100465,-335.2767,-335.2169,-335.1703,-335.2095
100466,-335.2491,-335.2169,-335.1669,-335.1866
100467,-335.2773,-335.2365,-335.1806,-335.1705
100468,-335.2446,-335.2154,-335.1762,-335.1891
100469,-335.2776,-335.2155,-335.1732,-335.1911
100470,-335.272,-335.2419,-335.1829,-335.1877
100471,-335.2116,-335.242,-335.1648,-335.2142
100472,-335.2836,-335.2133,-335.1878,-335.1879
100473,-335.2958,-335.2276,-335.1731,-335.1513
100474,-335.2808,-335.2307,-335.1716,-335.213
100475,-335.2913,-335.249,-335.1707,-335.1931
100476,-335.2719,-335.2097,-335.194,-335.2029
100477,-335.2628,-335.2401,-335.1896,-335.1959
100478,-335.2924,-335.207,-335.1757,-335.1884
100479,-335.263,-335.2093,-335.1989,-335.1799
100480,-335.2767,-335.2155,-335.1771,-335.1983
100481,-335.2388,-335.2137,-335.1895,-335.2083
100482,-335.2849,-335.2241,-335.1782,-335.1779
100483,-335.2696,-335.2181,-335.2121,-335.1659
100484,-335.2724,-335.2303,-335.1837,-335.1884
100485,-335.2607,-335.2316,-335.184,-335.198
100486,-335.2863,-335.2221,-335.1988,-335.2216
100487,-335.2551,-335.224,-335.1603,-335.2234
100488,-335.2459,-335.2398,-335.1958,-335.2165
100489,-335.2839,-335.2195,-335.1866,-335.2292
100490,-335.2828,-335.2184,-335.1804,-335.1927
100491,-335.2775,-335.2151,-335.1885,-335.1799
100492,-335.2629,-335.2759,-335.2103,-335.194
100493,-335.2792,-335.2335,-335.1929,-335.2021
100494,-335.2776,-335.2331,-335.1976,-335.1997
100495,-335.3001,-335.2274,-335.1487,-335.2043
100496,-335.2777,-335.2285,-335.2131,-335.2263
100497,-335.2981,-335.2627,-335.1835,-335.205
100498,-335.2706,-335.2081,-335.1725,-335.1986
100499,-335.2868,-335.236,-335.1834,-335.2481
100500,-335.2689,-335.2027,-335.1852,-335.2013
100501,-335.2896,-335.2191,-335.214,-335.2274
100502,-335.2709,-335.2502,-335.1855,-335.1853
100503,-335.2612,-335.2232,-335.1898,-335.187
100504,-335.254,-335.1983,-335.2229,-335.1839
100505,-335.2836,-335.2234,-335.1973,-335.2179
100506,-335.2759,-335.2034,-335.1863,-335.1936
100507,-335.2708,-335.2188,-335.1776,-335.1739
100508,-335.3048,-335.2178,-335.2028,-335.2048
100509,-335.2779,-335.2045,-335.1701,-335.1958
100510,-335.2805,-335.2301,-335.1773,-335.1953
100511,-335.2727,-335.2345,-335.1587,-335.2231
100512,-335.2603,-335.2297,-335.2037,-335.189
100513,-335.2823,-335.2496,-335.1818,-335.1766
100514,-335.2358,-335.2339,-335.1651,-335.2173
100515,-335.2595,-335.2277,-335.1696,-335.2074
100516,-335.2582,-335.2323,-335.151,-335.1801
100517,-335.2757,-335.1996,-335.1908,-335.183
100518,-335.2718,-335.2278,-335.2008,-335.1917
100519,-335.2523,-335.2265,-335.1388,-335.1697
100520,-335.2826,-335.2035,-335.1805,-335.1946
100521,-335.2651,-335.2243,-335.203,-335.2153
100522,-335.2712,-335.2058,-335.1679,-335.2233
100523,-335.2775,-335.2516,-335.2009,-335.1686
100524,-335.2476,-335.252,-335.1804,-335.2226
100525,-335.2643,-335.2233,-335.1966,-335.2318
100526,-335.2782,-335.2268,-335.1934,-335.2106
100527,-335.275,-335.2103,-335.2002,-335.1875
100528,-335.2802,-335.2231,-335.1914,-335.2059
100529,-335.249,-335.2048,-335.1952,-335.1962
100530,-335.2773,-335.2365,-335.1846,-335.2281
100531,-335.2802,-335.2086,-335.2007,-335.1799
100532,-335.2822,-335.2612,-335.1655,-335.1573
100533,-335.2899,-335.2403,-335.1667,-335.1889
100534,-335.2823,-335.2368,-335.1379,-335.1918
100535,-335.2761,-335.235,-335.1999,-335.1665
100536,-335.2942,-335.2361,-335.1783,-335.1851
100537,-335.2609,-335.1917,-335.2225,-335.2371
100538,-335.2836,-335.2374,-335.176,-335.2327
100539,-335.2639,-335.225,-335.1875,-335.1722
100540,-335.2845,-335.205,-335.1803,-335.226
100541,-335.2455,-335.2455,-335.191,-335.2217
100542,-335.2782,-335.2344,-335.1735,-335.211
100543,-335.2785,-335.1923,-335.1849,-335.2096
100544,-335.2763,-335.2093,-335.1805,-335.3102
100545,-335.2977,-335.2158,-335.1628,-335.2141
100546,-335.2886,-335.1677,-335.1746,-335.1872
100547,-335.2995,-335.2164,-335.1852,-335.1923
100548,-335.2784,-335.225,-335.1842,-335.1653
100549,-335.2897,-335.2287,-335.1756,-335.2139
100550,-335.2676,-335.203,-335.1703,-335.2359
100551,-335.2749,-335.2317,-335.1716,-335.1816
100552,-335.2762,-335.2064,-335.1812,-335.2406
100553,-335.2673,-335.2393,-335.1852,-335.1932
100554,-335.2718,-335.2159,-335.1664,-335.2064
100555,-335.2979,-335.2125,-335.1656,-335.1917
100556,-335.2794,-335.2189,-335.1965,-335.1981
100557,-335.2789,-335.2342,-335.1735,-335.2186
100558,-335.2863,-335.1955,-335.1611,-335.2024
100559,-335.2674,-335.1424,-335.1685,-335.1943
100560,-335.2685,-335.2292,-335.1902,-335.1629
100561,-335.3076,-335.2455,-335.2054,-335.2017
100562,-335.2561,-335.2487,-335.1816,-335.1582
100563,-335.2743,-335.2477,-335.2167,-335.202
100564,-335.2918,-335.2206,-335.1772,-335.198
100565,-335.2784,-335.2314,-335.1764,-335.1827
100566,-335.2638,-335.2422,-335.1726,-335.2126
100567,-335.2972,-335.2159,-335.1873,-335.1863
100568,-335.2456,-335.2154,-335.183,-335.2158
100569,-335.2477,-335.2422,-335.1985,-335.2032
100570,-335.2766,-335.2252,-335.1796,-335.2433
100571,-335.2693,-335.2347,-335.1941,-335.1715
100572,-335.2597,-335.2147,-335.1847,-335.172
100573,-335.2589,-335.2226,-335.1852,-335.1914
100574,-335.2727,-335.22,-335.1866,-335.19
100575,-335.2712,-335.2273,-335.1872,-335.2183
100576,-335.267,-335.1945,-335.1874,-335.2134
100577,-335.2878,-335.2086,-335.1853,-335.1982
100578,-335.268,-335.2502,-335.1659,-335.2157
100579,-335.2746,-335.203,-335.1974,-335.1769
100580,-335.2811,-335.2473,-335.2042,-335.215
100581,-335.2689,-335.2177,-335.2017,-335.2195
100582,-335.2414,-335.2054,-335.2106,-335.2005
100583,-335.2443,-335.2202,-335.1836,-335.1858
100584,-335.2818,-335.2262,-335.179,-335.1935
100585,-335.2628,-335.2049,-335.1635,-335.1862
100586,-335.2643,-335.2376,-335.1617,-335.22
100587,-335.272,-335.1886,-335.1733,-335.2284
100588,-335.2641,-335.2045,-335.1684,-335.2061
100589,-335.2362,-335.2116,-335.1911,-335.1929
100590,-335.248,-335.2262,-335.1897,-335.1954
100591,-335.2906,-335.2145,-335.1526,-335.2192
100592,-335.3008,-335.2032,-335.1842,-335.2308
100593,-335.2527,-335.2187,-335.202,-335.1801
100594,-335.286,-335.2288,-335.1979,-335.2005
100595,-335.2677,-335.2245,-335.1904,-335.213
100596,-335.2854,-335.2278,-335.1791,-335.2079
100597,-335.2501,-335.2184,-335.1903,-335.1879
100598,-335.2755,-335.2232,-335.1701,-335.2154
100599,-335.2622,-335.2197,-335.1692,-335.2288
100600,-335.1749,-335.2571,-335.179,-335.1784
100601,-335.2614,-335.1968,-335.1923,-335.2163
100602,-335.2662,-335.2167,-335.0834,-335.1929
100603,-335.2841,-335.2107,-335.1614,-335.1812
100604,-335.25,-335.2335,-335.1967,-335.2099
100605,-335.2931,-335.2257,-335.1959,-335.1821
100606,-335.2554,-335.2379,-335.1697,-335.1914
100607,-335.2684,-335.21,-335.2411,-335.1584
100608,-335.2522,-335.2425,-335.159,-335.1637
100609,-335.2484,-335.2067,-335.1632,-335.1922
100610,-335.2664,-335.1855,-335.1858,-335.1877
100611,-335.2709,-335.2384,-335.1833,-335.1939
100612,-335.2706,-335.2535,-335.1633,-335.2563
100613,-335.2704,-335.2406,-335.1973,-335.217
100614,-335.3018,-335.2337,-335.1764,-335.1554
100615,-335.2944,-335.245,-335.1956,-335.211
100616,-335.2111,-335.2389,-335.1934,-335.195
100617,-335.256,-335.2131,-335.2071,-335.2152
100618,-335.2507,-335.2225,-335.1935,-335.1987
100619,-335.3181,-335.1804,-335.1947,-335.1852
100620,-335.2428,-335.2081,-335.184,-335.1481
100621,-335.275,-335.2121,-335.1676,-335.1969
100622,-335.2575,-335.2025,-335.2006,-335.1935
100623,-335.275,-335.1893,-335.1785,-335.2057
100624,-335.2939,-335.2145,-335.1287,-335.1661
100625,-335.3069,-335.2295,-335.183,-335.2061
100626,-335.2959,-335.2104,-335.1963,-335.1822
100627,-335.2771,-335.2421,-335.2048,-335.1669
100628,-335.2667,-335.2226,-335.179,-335.182
100629,-335.3095,-335.2509,-335.2021,-335.2147
